price,odometer,age,model
27500.0,26773.0,2.0,accord
9600.0,118000.0,9.0,benz c250
429.0,97385.0,4.0,f150 4x4
269.0,64975.0,4.0,grand caravan sxt
6999.0,113000.0,10.0,lr4 hse lux
8500.0,122456.0,48.0,karmann ghia
23500.0,43679.0,54.0,mustang
10500.0,84200.0,8.0,escape se sport utility 4d
8000.0,82000.0,7.0,sentra
4500.0,61085.0,8.0,dart
16480.0,24394.0,2.0,yaris
2500.0,49851.0,4.0,highlander xle
22480.0,20282.0,2.0,civic
77900.0,28000.0,3.0,sport supercharged
11000.0,130381.0,10.0,528i
10492.0,74488.0,12.0,sienna
139888.0,10000.0,4.0,nsx
6800.0,99010.0,10.0,routan se
11000.0,137665.0,11.0,ranger
2200.0,190000.0,22.0,odyssey
33995.0,70000.0,8.0,f-250 super duty super duty
20000.0,100000.0,54.0,
37980.0,21760.0,3.0,5 series
6000.0,203972.0,11.0,cx-9 grand touring
2000.0,178000.0,20.0,2001 MITS
2900.0,153000.0,21.0,camry le
15995.0,66016.0,11.0,ranger super cab 4d xlt
12995.0,78337.0,5.0,passat
30980.0,30229.0,3.0,qx60
17795.0,120234.0,14.0,wrangler
4000.0,96570.0,16.0,tiguan
4200.0,202400.0,22.0,ranger
5800.0,151000.0,16.0,sienna ce
402.0,22090.0,4.0,tacoma trd off road
38777.0,19000.0,9.0,f-350 super duty super duty
34990.0,48063.0,5.0,gx 460 sport utility 4d
28500.0,46959.0,3.0,qx60
245.0,18646.0,3.0,camry se
3100.0,102000.0,19.0,s-type
37590.0,50122.0,8.0,rs 5 coupe 2d
15590.0,99728.0,8.0,tribeca 3.6r limited
34990.0,9197.0,1.0,atlas cross sport se
39590.0,9220.0,2.0,1500 crew cab big horn
13492.0,33953.0,3.0,fiesta
38990.0,6751.0,1.0,highlander hybrid le
34590.0,33879.0,5.0,a7 premium plus sedan 4d
32990.0,27607.0,3.0,titan crew cab sv pickup
36990.0,89333.0,7.0,range supercharged
31990.0,27479.0,2.0,1500 classic quad cab
28590.0,17043.0,2.0,passport sport suv 4d
39990.0,47435.0,3.0,qx80 sport utility 4d
17990.0,20854.0,2.0,forte s sedan 4d
21990.0,22243.0,2.0,optima s sedan 4d
20990.0,51427.0,6.0,sedona sx minivan 4d
7995.0,102748.0,9.0,s60
24995.0,125485.0,13.0,f-450 sd
14985.0,42944.0,3.0,elantra
23900.0,33589.0,4.0,a3
20990.0,3837.0,1.0,elantra gt hatchback 4d
25990.0,63555.0,6.0,armada platinum sport
33990.0,2403.0,1.0,nx 300 sport utility 4d
28990.0,7580.0,1.0,a3 premium sedan 4d
37990.0,36405.0,3.0,tacoma double cab trd
29590.0,76306.0,7.0,ls 460 sedan 4d
17990.0,3533.0,2.0,500l pop hatchback 4d
28990.0,47474.0,6.0,highlander limited
19990.0,63138.0,9.0,fx fx35 sport utility
21590.0,10182.0,2.0,encore essence sport
28590.0,24672.0,3.0,regal tourx essence wagon
18990.0,2387.0,2.0,jetta 1.4t s sedan 4d
24990.0,8921.0,1.0,insight ex sedan 4d
39990.0,20363.0,1.0,palisade sel sport
35590.0,40281.0,3.0,rlx sport hybrid sh-awd
25590.0,13269.0,3.0,golf gti s hatchback
288.0,4.0,0.0,jetta
26990.0,4213.0,1.0,camry hybrid le sedan 4d
332.0,41035.0,1.0,express cargo van
12500.0,23000.0,27.0,wrangler
7500.0,176000.0,31.0,wrangler
6200.0,170000.0,31.0,wrangler
8997.0,137000.0,10.0,genesis
180.0,58195.0,3.0,optima lx 1.6t
5997.0,180000.0,15.0,SCION XB
22997.0,9000.0,3.0,prius bad credit
6500.0,140000.0,19.0,accord
30995.0,93000.0,8.0,silverado 2500hd work
129.0,131521.0,8.0,prius v two
270.0,4.0,0.0,tiguan
15500.0,56500.0,9.0,gti
335.0,117631.0,6.0,tundra 2wd truck sr5
5495.0,150000.0,12.0,sedona
5495.0,186000.0,14.0,outlander
386.0,71765.0,5.0,cls 400 coupe - a
296.0,7908.0,1.0,charger
266.0,4.0,0.0,jetta
3500.0,164874.0,35.0,f7000
34950.0,99890.0,8.0,
34000.0,54000.0,67.0,3100 5 window
14900.0,94000.0,28.0,explorer conversion 2500
1000.0,100000.0,15.0,camry
3900.0,260000.0,18.0,liberty limited 4x4
9995.0,144000.0,8.0,corolla s
5100.0,174000.0,8.0,elantra
10000.0,64000.0,28.0,miata
24950.0,169744.0,16.0,f250 super duty lariat
8900.0,55000.0,5.0,focus se sedan
7500.0,76000.0,6.0,sentra s sedan
6900.0,71000.0,6.0,versa note sv hatchback
7500.0,85000.0,9.0,fusion se v6 sedan
59000.0,23100.0,4.0,wrangler rubicon
6300.0,65000.0,8.0,Doge Dart
14995.0,93176.0,8.0,camaro
7000.0,122000.0,31.0,e-250
4700.0,137700.0,12.0,yaris
2500.0,235000.0,21.0,maxima
15999.0,111101.0,8.0,benz ml350
3000.0,300000.0,23.0,accord
6995.0,103579.0,11.0,fusion
17995.0,51750.0,4.0,prius
9900.0,83000.0,17.0,benz cl500
9700.0,145000.0,25.0,express conversion van
8900.0,79000.0,22.0,2500 passenger van
10000.0,101000.0,17.0,silverado 1500
8995.0,100588.0,18.0,element
31995.0,3000.0,1.0,charger plus hellcat
18950.0,259071.0,9.0,sprinter 2500
22950.0,136198.0,5.0,nv2500 hd cargo
5000.0,232000.0,24.0,silverado
13950.0,152819.0,17.0,1500 quad cab
29950.0,97192.0,14.0,f250 super duty lariat
10950.0,137668.0,20.0,2500
29950.0,172769.0,4.0,silverado 2500 hd
9995.0,153043.0,11.0,tsx
19997.0,102174.0,8.0,a8 4.0t quattro dealer serviced since new with all records*97k msrp* sport-conv-comfort-cold weather-camera assistance-led headlights and much more*no accidents*non smoker previous owner
5000.0,95000.0,9.0,500 sport
25950.0,145935.0,13.0,f250 super duty xlt
10800.0,119.0,7.0,camry le 4dr sedan
32950.0,157771.0,6.0,f250 super duty 4x4
4000.0,99000.0,12.0,sentra
11500.0,30000.0,2.0,malibu
7975.0,157000.0,8.0,SCION TC
15000.0,101000.0,8.0,flex sel
6500.0,150000.0,19.0,4runner
49997.0,58476.0,3.0,"sequoia sr5 trd build out*1-owner*full new build*bilstein lift*35""master craft mxt tires*new 18""black rhino wheels*chrome delete pkg*custom painted 2-tone bumpers*8-pass seating*"
2000.0,174000.0,15.0,sequoia
9975.0,159000.0,9.0,328i
8000.0,107000.0,11.0,flex sel
5000.0,133700.0,16.0,accord
7500.0,237713.0,14.0,f-150
18500.0,73000.0,43.0,benz
15000.0,33967.0,4.0,focus sel hatchback
12900.0,77430.0,5.0,altima only 77k miles
14000.0,85300.0,21.0,sl500
8985.0,85820.0,10.0,s80 3.2
4600.0,221000.0,16.0,highlander
9985.0,98679.0,11.0,murano sl
11985.0,83691.0,8.0,mks ecoboost
11985.0,61488.0,7.0,Scion tC
6985.0,115753.0,18.0,525i
10985.0,136710.0,14.0,ls 460
11985.0,90531.0,7.0,juke nismo rs
33500.0,196000.0,34.0,vanagon westfalia
500.0,130000.0,8.0,altima
14900.0,258000.0,22.0,lx470
5995.0,92000.0,8.0,rio
9985.0,127502.0,13.0,sport hse
14985.0,110757.0,11.0,sport hse
15985.0,45990.0,6.0,cadenza premium
7975.0,139000.0,8.0,c-max hybrid
7985.0,91091.0,17.0,a8 l quattro
1995.0,156072.0,15.0,altima
9985.0,123739.0,12.0,a4 3.2 quattro
14985.0,85058.0,6.0,a3 2.0t quattro premium plus
3500.0,155000.0,14.0,rondo
4500.0,200000.0,12.0,camry
1800.0,98236.0,5.0,golf gti
10000.0,123516.0,17.0,f250 super duty
8900.0,89644.0,7.0,cruze only 89k miles
858.0,35627.0,3.0,2500
5995.0,139367.0,13.0,cx-7
4200.0,270000.0,17.0,prius
6495.0,164300.0,13.0,128i
279888.0,14000.0,3.0,rolls royce dawn
32500.0,41000.0,6.0,golf r
29000.0,60300.0,5.0,focus rs
5997.0,139000.0,17.0,corolla le
7500.0,274000.0,31.0,pick up truck
11975.0,169000.0,12.0,mustang gt
12996.0,159369.0,18.0,tacoma 4x4
12500.0,41470.0,7.0,cng ngv natural gas
15995.0,56500.0,10.0,sienna
13000.0,118001.0,8.0,optima
17500.0,43695.0,42.0,cougar
139888.0,64000.0,31.0,911
9988.0,91000.0,9.0,compass sport bad credit
9995.0,97000.0,8.0,countryman
114888.0,6950.0,5.0,benz s600 maybach
30000.0,99100.0,17.0,f350 super duty
3900.0,165000.0,17.0,escape
19500.0,95500.0,15.0,2006 S65 AMG
126888.0,43000.0,4.0,benz s65 amg
18990.0,112000.0,8.0,camaro ss
6500.0,99295.0,22.0,astro
4300.0,228000.0,20.0,f250 super duty
17900.0,145499.0,8.0,1500 tradesman quad cab
47995.0,22525.0,6.0,sprinter 2500
16997.0,43000.0,5.0,renegade bad credit
179888.0,7800.0,3.0,martin db11
14500.0,150000.0,13.0,wrangler rubicon
9500.0,202000.0,9.0,edge
25000.0,82294.0,12.0,f350 super duty
8997.0,149000.0,17.0,rx 330
35000.0,41277.0,15.0,topkick
7500.0,75680.0,7.0,mazda2 sport
4500.0,150000.0,19.0,dakota slt
9100.0,104000.0,11.0,fit sport
39995.0,38642.0,1.0,transit-250
20500.0,6775.0,3.0,nv200 sv
14500.0,163181.0,5.0,transit t250 cargo
10500.0,715790.0,9.0,e250 cargo van
19999.0,75573.0,14.0,cl 600
16999.0,93559.0,8.0,grand cherokee laredo
10000.0,140535.0,30.0,1991 MAXDA MIATA
92888.0,30000.0,3.0,911 carrera
84888.0,9500.0,56.0,corvette
6500.0,1.0,94.0,replica
7900.0,49941.0,7.0,focus only 49k miles
3050.0,150000.0,15.0,jetta
5995.0,145344.0,11.0,cube
332.0,73869.0,11.0,tacoma
32995.0,138709.0,6.0,f-350sd
26995.0,15200.0,19.0,sc430
45500.0,35500.0,3.0,4runner trd offroad
17999.0,69000.0,25.0,
17500.0,2740.0,57.0,1800 es
32590.0,4100.0,1.0,rav4 hybrid xle sport
20990.0,45720.0,8.0,equus signature sedan 4d
25450.0,50000.0,85.0,68
24590.0,80318.0,8.0,sierra 1500 extended cab slt
18988.0,68711.0,4.0,rav4
29500.0,4999.0,19.0,corvette
9500.0,67500.0,23.0,durango
27990.0,30791.0,3.0,rdx technology pkg sport
37590.0,2240.0,1.0,a4 45 premium sedan 4d
49995.0,96161.0,5.0,f-250sd
16590.0,81993.0,12.0,g g37 convertible 2d
29500.0,59849.0,29.0,318i
3195.0,233000.0,22.0,f-150
500.0,58856.0,4.0,civic
7985.0,80319.0,7.0,cruze
17500.0,117000.0,16.0,2005 Altima se r
33590.0,35460.0,5.0,rc 350 coupe 2d
30590.0,32164.0,3.0,a5 premium sedan 4d
28990.0,11373.0,1.0,veloster n coupe 3d
500.0,130000.0,8.0,altima
60000.0,48000.0,81.0,coupe
11585.0,61880.0,5.0,soul
10900.0,60576.0,6.0,forte only 60k miles
26590.0,21151.0,5.0,v60 t5 cross country wagon
36990.0,23190.0,5.0,sierra 2500 hd double cab
23990.0,63934.0,6.0,gs 350 sedan 4d
52995.0,53523.0,4.0,2500
19995.0,52824.0,9.0,silverado 1500
33995.0,50519.0,2.0,transit van
24995.0,104684.0,10.0,super duty f-550 drw
14850.0,45000.0,8.0,tdi jetta golf sportwagen
25000.0,101476.0,10.0,bluebird bus
2500.0,155194.0,15.0,commander
17590.0,20181.0,8.0,hardtop cooper s hatchback
21990.0,51773.0,3.0,mazda6 grand touring
16990.0,82764.0,6.0,ct 200h hatchback 4d
15500.0,76000.0,5.0,grand caravan
19999.0,96200.0,6.0,q5
7500.0,94000.0,10.0,hhr lr
8000.0,74000.0,8.0,optima ex
21590.0,16200.0,4.0,hardtop 2 door cooper s
34990.0,34139.0,2.0,1500 classic crew cab big
39990.0,44054.0,3.0,s5 premium plus sedan 4d
28590.0,16249.0,3.0,c-class c 350e
25990.0,12302.0,2.0,1500 classic regular cab
31990.0,32304.0,2.0,mkt reserve sport
25900.0,22190.0,2.0,accord
8900.0,58142.0,6.0,versa only 58k miles
16500.0,72000.0,8.0,civic si
388.0,99308.0,7.0,silverado 1500
13995.0,52465.0,3.0,yaris ia
70995.0,1040.0,1.0,3500
65000.0,31000.0,2.0,wrangler unlimited rubicon
1900.0,188000.0,12.0,cooper
8997.0,149000.0,17.0,rx 330
500.0,130000.0,8.0,altima
10988.0,99808.0,10.0,xf
8995.0,115630.0,10.0,328i
9650.0,105842.0,9.0,civic
68990.0,48255.0,4.0,model x 100d awd 518+hp
3700.0,131000.0,14.0,pt cruiser touring
5997.0,180000.0,15.0,SCION XB
10999.0,100897.0,12.0,mustang premium
13490.0,89998.0,7.0,gti wolfsburg
4500.0,214020.0,32.0,300te
4250.0,140000.0,22.0,crv
5997.0,139000.0,17.0,corolla le
3900.0,110000.0,13.0,rx8
7500.0,101000.0,12.0,impala ls
21900.0,62868.0,6.0,cla-class only
18590.0,14317.0,4.0,corolla im hatchback 4d
22590.0,15447.0,2.0,niro plug-in hybrid lx wagon
22990.0,39322.0,3.0,outback 2.5i wagon 4d
18990.0,48010.0,7.0,beetle 1.8t
19990.0,35313.0,2.0,eclipse cross sp
21990.0,39647.0,5.0,Scion FR-S Release Series 2.0
47990.0,59000.0,5.0,hse td6 4x4 master
3000.0,199000.0,13.0,escape xlt
52995.0,49467.0,2.0,2500 big horn
24995.0,70362.0,5.0,x5 sdrive35i
2500.0,150000.0,16.0,maxima
10999.0,149000.0,10.0,f150 xlt
4300.0,270000.0,21.0,4runner
55990.0,53000.0,6.0,lwb 510+hp
8300.0,115890.0,14.0,x3 3.0si
79999.0,7600.0,3.0,rs3
26500.0,31200.0,3.0,cla 250
15500.0,120000.0,45.0,trans am
5800.0,111000.0,17.0,crossfire ltd
6200.0,140350.0,7.0,altima sl
6000.0,90200.0,7.0,jetta
5600.0,144000.0,13.0,tribute hybrid touring
13900.0,58900.0,15.0,benz 350 clk
20991.0,46181.0,3.0,accord
9900.0,167346.0,10.0,accord ex coupe at
609.0,59559.0,6.0,2500
6400.0,80000.0,11.0,fusion sel
17995.0,110988.0,8.0,q7
55995.0,39284.0,4.0,2500
3400.0,146000.0,16.0,sonata
26990.0,76000.0,7.0,x5 sdrive35i twin turbo
5800.0,167000.0,15.0,xterra off road
76990.0,18941.0,5.0,i8 hybrid 1.5l turbo
38990.0,28000.0,6.0,650i m sport gran coupe
6995.0,132000.0,11.0,benz c300
167.0,79535.0,9.0,camaro 1lt
34974.0,51485.0,7.0,ls 460
16888.0,69835.0,4.0,civic
7520.0,106329.0,16.0,accord
22990.0,68000.0,8.0,slk250 roadster
89990.0,11000.0,9.0,BENTLEY GT W12 TWIN TURBO
69990.0,25000.0,6.0,corvette sc 700+hp
386.0,11209.0,3.0,nx nx 300h
9800.0,94000.0,21.0,wrangler
94990.0,17000.0,9.0,BENTLEY GT W12 TWIN TURBO
39990.0,81000.0,5.0,yukon xl denali 1 owner
24990.0,40800.0,5.0,wrx premium 1 owner
32990.0,15588.0,1.0,ct5 premium luxury
34990.0,35788.0,7.0,6 series 640i convertible 2d
34590.0,42973.0,5.0,cls-class cls 400
15590.0,7076.0,5.0,cruze limited 1lt
17990.0,56504.0,8.0,tl sh-awd sedan 4d
17900.0,36363.0,3.0,civic
22997.0,9000.0,3.0,prius bad credit
26997.0,41000.0,4.0,q5 bad credit
283.0,43059.0,4.0,is is turbo f sport
15250.0,89936.0,7.0,cr-v
4700.0,129780.0,17.0,civic
9900.0,94767.0,8.0,countryman s
21990.0,32736.0,6.0,xterra s sport utility 4d
270.0,4.0,0.0,tiguan
29982.0,30081.0,3.0,q50
229.0,40111.0,3.0,rav4 le
24992.0,83880.0,4.0,q5
296.0,114669.0,9.0,wrangler unlimited sport
332.0,43423.0,3.0,5 series 530i
11595.0,115166.0,7.0,optima
373.0,95371.0,7.0,silverado 1500 ltz
15500.0,300.0,98.0,Paige
332.0,109903.0,10.0,silverado 1500
245.0,4.0,0.0,jetta
29000.0,51000.0,14.0,Shelby gt500
147.0,94849.0,7.0,cr-v lx
5000.0,225000.0,20.0,4runner
9500.0,84294.0,19.0,silverado 1500
18250.0,97367.0,5.0,cr-v
270.0,95362.0,10.0,silverado 1500 lt [z
296.0,130092.0,8.0,wrangler unlimited sport
337.0,5.0,0.0,atlas
39950.0,29765.0,5.0,a7
20997.0,10098.0,1.0,civic sedan
20777.0,31223.0,2.0,equinox
17577.0,40947.0,3.0,renegade
37590.0,16484.0,3.0,stinger gt2 sedan 4d
21995.0,30060.0,4.0,x1
28590.0,19326.0,3.0,silverado 1500 regular
33990.0,20713.0,4.0,2 series m240i coupe 2d
2900.0,182000.0,18.0,expedition 4x4
23500.0,33875.0,6.0,gla
13995.0,694952.0,8.0,odyssey
25995.0,38861.0,4.0,5 series
28985.0,40262.0,4.0,3 series
4500.0,97000.0,17.0,navigator
6900.0,112000.0,9.0,3 series 328i
33995.0,37355.0,3.0,x5
27985.0,39381.0,5.0,nx 300h
18950.0,168385.0,11.0,wrangler unlimited sport
28950.0,75261.0,4.0,promaster cargo van
23950.0,180329.0,6.0,silverado
13500.0,109000.0,12.0,370z
2600.0,84000.0,8.0,dart
45000.0,180000.0,12.0,bobcat
3100.0,93503.0,26.0,roadmaster
27500.0,5830.0,27.0,H1 Humvee
17000.0,114800.0,8.0,yukon
9000.0,155000.0,18.0,eurovan gls
57900.0,24207.0,3.0,suburban 1500
5000.0,117760.0,7.0,fiesta se
98500.0,65009.0,19.0,am general
11998.0,55000.0,10.0,murano
9850.0,225000.0,20.0,tacoma
13500.0,66333.0,7.0,tucson gls
29888.0,79590.0,9.0,a7
37825.0,72000.0,4.0,q7
16700.0,123000.0,7.0,tahoe 4x4
7995.0,50882.0,15.0,corolla
5997.0,139000.0,17.0,e300
6500.0,196001.0,9.0,prius
29200.0,59000.0,6.0,750i
5500.0,180000.0,18.0,ranger
17000.0,76000.0,17.0,sc 430 convertible
9900.0,169258.0,5.0,corolla s
8000.0,45000.0,50.0,dart
16775.0,85880.0,8.0,impreza wrx
24500.0,49000.0,7.0,impreza wrx sti
36000.0,37430.0,70.0,sedan delivery
6900.0,137000.0,12.0,sienna
3300.0,125000.0,15.0,five hundred
3800.0,235292.0,15.0,f250
20000.0,152911.0,7.0,International TA005
4900.0,54642.0,9.0,leaf sl
55800.0,49149.0,26.0,911 carrera
35999.0,131541.0,4.0,"f-250 utility super duty xl, heavy duty ladder rack!!"
27900.0,34392.0,3.0,nx300
10000.0,162000.0,14.0,tundra
12950.0,140370.0,10.0,express 3500 lt
39950.0,54977.0,18.0,workhouse challenger
35000.0,500.0,51.0,c10
1400.0,800.0,1.0,4runner
28999.0,147073.0,7.0,"f450 12ft stakebed, power lift gate!"
8900.0,129610.0,10.0,sonata gls auto
240.0,61900.0,8.0,g37 coupe
5000.0,58234.0,35.0,sierra 1500
9500.0,65652.0,16.0,avalon
8200.0,274000.0,26.0,e320
15000.0,263000.0,15.0,international 4300
13495.0,110672.0,7.0,xc60
7750.0,113178.0,12.0,corolla
19900.0,45675.0,7.0,express 1500 cargo van
4950.0,150123.0,18.0,accord
13500.0,113216.0,10.0,sienna
16800.0,26000.0,3.0,passat se
6750.0,163941.0,12.0,corolla
104888.0,24000.0,2.0,supercharged
28900.0,84315.0,4.0,f-150 only 84k miles
8500.0,90288.0,14.0,prius
29995.0,46944.0,12.0,silverado 2500hd
67888.0,7800.0,1.0,wrangler rubicon
6000.0,170000.0,14.0,rx 350
57500.0,41000.0,17.0,911
144888.0,25000.0,8.0,ff
8999.0,43558.0,4.0,mazda3
45000.0,75000.0,16.0,911
9250.0,136897.0,9.0,pathfinder
44995.0,98409.0,6.0,silverado 2500hd
26995.0,126853.0,6.0,silverado 1500
1950.0,172573.0,18.0,pathfinder
31995.0,49278.0,7.0,promaster 2500 plumber body
29995.0,116268.0,9.0,f-550 12' utility truck
30995.0,101116.0,9.0,f-550 12' utility truck
31995.0,70698.0,6.0,Freightliner Sprinter 3500 Reefer High Roof Reefer 144 WB Cargo Van
30995.0,102810.0,9.0,f-550 11' utility truck
69995.0,15778.0,2.0,f-550 12' chipper dump
13995.0,131672.0,14.0,w4500 14' stakebed
33995.0,41736.0,9.0,Isuzu NPR HD 15' Box Truck
17500.0,101737.0,17.0,corvette
14900.0,81005.0,19.0,thunderbird deluxe
13500.0,71767.0,13.0,e350 luxury 3.5l
10900.0,124000.0,10.0,equus signature
18500.0,87084.0,9.0,ml 350
14900.0,82000.0,11.0,glk 350
12900.0,0.0,9.0,c 250 sport
14900.0,32914.0,8.0,town and country
36900.0,79319.0,8.0,sl 550
36500.0,77400.0,7.0,sl 550
20333.0,47458.0,6.0,glk 350 low
19500.0,66243.0,7.0,e350 low miles
28900.0,6927.0,0.0,cherokee 80th anniversary
26500.0,44000.0,6.0,ml 350 low miles
9999.0,100393.0,11.0,mustang v6
12500.0,92000.0,13.0,benz 350
11975.0,207000.0,18.0,davidson
5000.0,180000.0,25.0,cherokee
4700.0,248000.0,11.0,corolla
37900.0,77400.0,7.0,sl 550
19500.0,66243.0,7.0,e350 low miles
22900.0,47458.0,6.0,glk 350
28900.0,6927.0,0.0,cherokee 80th anniversary
26500.0,44000.0,6.0,ml 350 low miles
3975.0,187000.0,15.0,g6
7995.0,136649.0,11.0,corolla le
8995.0,85331.0,5.0,accent
11295.0,73232.0,8.0,fusion se
12995.0,87220.0,15.0,f-150 xlt
8999.0,81285.0,7.0,avenger sxt
44000.0,350000.0,35.0,cj7
5500.0,74000.0,18.0,town & country
9499.0,68000.0,8.0,tiguan s
5999.0,61000.0,18.0,s80 2.9l twin turbo
6900.0,49000.0,6.0,versa s
5800.0,143000.0,7.0,versa sv
7899.0,120000.0,10.0,outlander sport se
11999.0,59000.0,6.0,optima lx
15900.0,43000.0,8.0,xf i4 rwd
15999.0,78000.0,15.0,xk8
6899.0,132000.0,9.0,elantra limited pzev
12900.0,46000.0,8.0,tucson gls
9500.0,94000.0,7.0,captiva sport fleet
15999.0,74000.0,9.0,328i
8499.0,127000.0,14.0,q7
17999.0,87000.0,9.0,q5 2.0t premium
19999.0,33000.0,14.0,clk550 5.5l
41999.0,19999.0,3.0,gle 350
26900.0,61000.0,5.0,e 350 luxury
29900.0,33000.0,10.0,e 550
6999.0,127000.0,9.0,patriot latitude
5500.0,1.0,18.0,sequoia sr5
4900.0,139000.0,19.0,trailblazer ls
5999.0,118615.0,19.0,4runner
9500.0,84000.0,7.0,prius c
22950.0,77567.0,7.0,q7 3.0t premuim plus
264.0,4.0,0.0,jetta gli 2.0t s
2800.0,1000.0,16.0,Club car 2 seat
5199.0,1000.0,11.0,club car precedent prec 48v
4400.0,1000.0,17.0,Yamaha  4 seat
2800.0,1000.0,11.0,Club cart 4vseater
270.0,4.0,0.0,tiguan 2.0t s
31995.0,39556.0,3.0,e-class
6900.0,101533.0,10.0,santa fe
7900.0,108500.0,8.0,cc sport
5500.0,140000.0,17.0,
4800.0,145000.0,14.0,pilot lx
4700.0,1000.0,66.0,Olds Rocket 88
9200.0,133000.0,7.0,quest le
800.0,165000.0,19.0,suzuki xl7
5975.0,149000.0,10.0,soul
500.0,130000.0,8.0,altima
23500.0,40500.0,5.0,mustang
6975.0,100000.0,15.0,tahoe
11999.0,90412.0,10.0,enclave cxl-1
8900.0,70500.0,14.0,mazdaspeed3
24000.0,56528.0,5.0,cla 250
14970.0,120811.0,17.0,sc 430
6975.0,128000.0,7.0,forte
7500.0,90000.0,9.0,veracruz
34500.0,81654.0,2.0,promaster 1500
17500.0,143553.0,6.0,transit 150
14000.0,23801.0,4.0,sentra sv
39599.0,180000.0,29.0,land cruiser hdj81 - 80 series
7499.0,114061.0,15.0,mustang premium
2500.0,60000.0,51.0,280s
11900.0,189000.0,12.0,"titan se crew cab 5'6"""
15970.0,90776.0,7.0,charger se
14900.0,100500.0,15.0,mark lt
7900.0,189000.0,12.0,titan se crew cab 5'6
28950.0,50631.0,21.0,911 carrera cabriolet
11990.0,109604.0,7.0,prius three
16990.0,128122.0,4.0,pickup 1500 express quad cab
16990.0,145001.0,5.0,f-150 super cab xl
17990.0,166745.0,6.0,e-series chassis 14 feet box
9990.0,180736.0,8.0,e-series cargo e-150
9990.0,110480.0,6.0,grand caravan american value package
5800.0,192858.0,10.0,accord
13999.0,82000.0,8.0,c 250 sport
6999.0,72797.0,9.0,focus sel
9500.0,64500.0,8.0,Cheverolet Volt
3999.0,69000.0,20.0,xg300 l
12999.0,80000.0,7.0,tucson limited
4999.0,81000.0,19.0,civic lx
2999.0,99000.0,21.0,focus zts
2999.0,126000.0,16.0,taurus se
5500.0,138000.0,9.0,fusion se
3500.0,111000.0,15.0,pt cruiser touring
8999.0,44000.0,13.0,dts w/1sd
2999.0,110000.0,23.0,lesabre custom
6500.0,135000.0,13.0,328i
8997.0,72000.0,17.0,rx 330
12970.0,72635.0,12.0,a4 2.0t special edition
4995.0,186000.0,20.0,vanden plas
19999.0,75833.0,6.0,ml 350
12999.0,85000.0,15.0,slk280 3.0l
29900.0,33000.0,10.0,e 550
8900.0,84000.0,16.0,g35
12499.0,54000.0,7.0,tucson gls
9500.0,101000.0,9.0,genesis 3.8l
10999.0,88000.0,15.0,z4 3.0i 3.0i
8499.0,127000.0,14.0,q7
27000.0,184000.0,18.0,4runner
9200.0,70000.0,6.0,320i
94470.0,32293.0,3.0,super duty f-250 pickup
20900.0,46200.0,6.0,sorento sx
8499.0,116641.0,9.0,altima 2.5 s
14500.0,183938.0,6.0,CHEVORLET EXPRESS 3500 1 TON
27500.0,99989.0,9.0,fuso fe160
16970.0,45496.0,6.0,cooper hardtop 2 door s
39500.0,99332.0,8.0,f750
7000.0,105000.0,17.0,z4 2.5i
6500.0,150000.0,9.0,rogue
266.0,5.0,0.0,jetta gli
19810.0,159541.0,6.0,transit 150 van
28999.0,102296.0,4.0,f150 supercrew cab
16911.0,42733.0,5.0,fusion
15487.0,105848.0,7.0,f150 regular cab
17470.0,208480.0,9.0,silverado 2500 hd regular cab
18500.0,192316.0,5.0,transit 150 van
16777.0,149178.0,9.0,mdx
25970.0,84802.0,13.0,sc 430
270.0,4.0,0.0,tiguan
12950.0,107293.0,9.0,528i
13888.0,133024.0,8.0,crosstour
14510.0,96811.0,10.0,cx-9
18887.0,98983.0,3.0,nv200
15999.0,94396.0,9.0,srx
14950.0,116670.0,8.0,nv200
30857.0,98957.0,6.0,silverado 1500 crew cab
19995.0,171800.0,10.0,silverado 3500 hd regular cab & chassis
15345.0,117428.0,7.0,f150 regular cab
20755.0,130926.0,10.0,silverado 1500 extended cab
14744.0,122612.0,8.0,f150 regular cab
34599.0,92000.0,3.0,silverado 2500 hd double cab
13900.0,110000.0,16.0,sc 430 convertible
270.0,4.0,0.0,tiguan
4500.0,57000.0,6.0,mirage
270.0,4.0,0.0,tiguan
2500.0,210000.0,16.0,suburban 1500 4x4
5800.0,204000.0,11.0,camry se
7000.0,140000.0,14.0,yukon
5200.0,142000.0,14.0,pacifica
16000.0,106500.0,8.0,sienna xle
5500.0,97276.0,7.0,focus
125000.0,47000.0,62.0,corvette
26900.0,61000.0,5.0,e 350 luxury
22999.0,61000.0,14.0,sl550 5.5l v8
15750.0,126000.0,18.0,wrangler rubicon
500.0,130000.0,8.0,altima
19900.0,66860.0,19.0,yukon
1550.0,180000.0,21.0,4runner
25000.0,120000.0,8.0,lancer evolution gsr
13950.0,46794.0,23.0,boxster convertible
29500.0,17000.0,22.0,plymouth prowler
7500.0,138800.0,22.0,z3 roadster
6000.0,116757.0,16.0,2005 town car
45500.0,37000.0,4.0,x6 xdrive 50i xdrive50i
12900.0,155000.0,31.0,bronco
4000.0,205398.0,20.0,2001
4000.0,140000.0,12.0,camry
500.0,130000.0,8.0,altima
500.0,130000.0,8.0,altima
4999.0,81000.0,19.0,civic lx
14999.0,77000.0,44.0,450slc
