Table 1
date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2021-03-02,MD,7905,7723,26,182,35152,35152,896,83,,232,3006690,2973,,168551,,,,383170,383170,468,0,,,27357,,467555,9677,,0,7917331,11040,,,195908,,3389860,3441,7917331,11040
2021-03-02,ME,703,680,0,23,1536,1536,69,7,,25,,0,14170,,,,8,44944,35311,182,0,844,10379,,,40852,12811,,0,1609150,8707,15026,204110,,,,0,1609150,8707
2021-03-02,MI,16544,15558,25,986,,,959,0,,228,,0,,,9709698,,99,649057,590217,1642,0,,,,,745986,541258,,0,10455684,19406,529930,,,,,0,10455684,19406
2021-03-02,MN,6490,6219,4,271,25826,25826,243,99,5329,57,3017033,1836,,,,,,485655,461858,425,0,,,,,,472470,6943992,9255,6943992,9255,,432472,,,3478891,2167,,0
2021-03-02,MO,7932,,13,,,,1025,0,,213,1862141,2453,125543,,3959906,,141,478682,478682,266,0,24161,82225,,,528521,,,0,4497905,7904,149903,856635,134119,353410,2340823,2719,4497905,7904
2021-03-02,MP,2,2,0,,4,4,,0,,,17429,0,,,,,,143,143,0,0,,,,,,29,,0,17572,0,,,,,17542,0,26131,0
2021-03-02,MS,6724,4698,43,2026,9162,9162,457,150,,109,1459374,0,,,,,69,295295,183164,301,0,,,,,,278162,,0,1754669,301,81986,748339,,,,0,1642348,0
2021-03-02,MT,1372,,15,,4591,4591,83,7,,20,,0,,,,,7,100158,95381,155,0,,,,,,97199,,0,1081562,1891,,,,,,0,1081562,1891
2021-03-02,NC,11288,9987,34,1301,,,1353,0,,334,,0,,,,,,863409,753280,1239,0,,,,,,,,0,9541671,16397,,770210,,,,0,9541671,16397
2021-03-02,ND,1477,,2,,3874,3874,24,3,566,3,305430,411,,,,,,99957,94684,105,0,,,,,,97934,1413141,2314,1413141,2314,,147350,,,405387,516,1519660,2977
2021-03-02,NE,2084,,2,,6140,6140,154,34,,,765676,1216,,,2145644,,,201346,,400,0,,,,,233966,155712,,0,2382251,8520,,,,,967551,1616,2382251,8520
2021-03-02,NH,1170,,0,,1119,1119,88,1,346,,576072,150,,,,,,75803,53293,215,0,,,,,,72359,,0,1465475,3896,39347,197267,37741,,629365,239,1465475,3896
2021-03-02,NJ,23321,20990,48,2331,63917,63917,1915,140,,395,9983526,115444,,,,,228,795785,707099,3289,0,,,,,,,,0,10779311,118733,,,,,,0,10690625,122979
2021-03-02,NM,3740,,11,,13148,13148,199,21,,,,0,,,,,,185542,,245,0,,,,,,148641,,0,2710151,10359,,,,,,0,2710151,10359
2021-03-02,NV,4967,,10,,,,459,0,,108,1120242,817,,,,,53,294289,294289,309,0,,,,,,,2729627,3926,2729627,3926,,,,,1414531,1126,,0
2021-03-02,NY,38660,,83,,,,5369,0,,1076,,0,,,,,747,1642480,,5800,0,,,,,,,38409107,128034,38409107,128034,,,,,,0,,0
2021-03-02,OH,17189,14752,-157,2594,50503,50503,1131,121,7160,295,,0,,,,,207,970583,831329,1736,0,,84953,,,859698,914893,,0,10084481,27879,,1711925,,,,0,10084481,27879
2021-03-02,OK,4534,,56,,23999,23999,447,4,,134,3100280,15451,,,3100280,,,424999,,111,0,21760,,,,387452,407934,,0,3525279,15562,148204,,,,,0,3499681,16231
2021-03-02,OR,2212,,4,,8621,8621,158,51,,33,,0,,,3524093,,13,155787,,190,0,,,,,224351,,,0,3748444,184324,,,,,,0,3748444,184324
2021-03-02,PA,24100,,74,,,,1670,0,,354,3898167,8325,,,,,190,935834,804852,2564,0,,,,,,851608,10476323,33165,10476323,33165,,,,,4703019,10168,,0
2021-03-02,PR,2040,1736,3,304,,,162,0,,23,305972,0,,,395291,,24,100735,92834,151,0,82600,,,,20103,91134,,0,406707,151,,,,,,0,415664,0
2021-03-02,RI,2525,,8,,8966,8966,157,19,,25,670284,1152,,,2871163,,17,126849,,261,0,,,,,151143,,3022306,10995,3022306,10995,,,,,797133,1413,,0
2021-03-02,SC,8576,7606,14,970,20428,20428,706,22,,190,4549598,14264,105789,,4420658,,86,518823,445523,847,0,27524,108441,,,574463,230793,,0,5068421,15111,133313,869734,,,,0,4995121,14796
2021-03-02,SD,1888,,0,,6640,6640,92,8,,13,310811,464,,,,,10,112652,100014,182,0,,,,,105106,108789,,0,692858,537,,,,,423463,646,692858,537
2021-03-02,TN,11436,9195,15,2241,18679,18679,991,59,,256,,0,,,6047838,,133,776337,650084,644,0,,138243,,,749637,751776,,0,6797475,7505,,1382459,,,,0,6797475,7505
2021-03-02,TX,43266,,271,,,,5644,0,,1728,,0,,,,,,2655592,2297878,7747,0,153487,205481,,,2608239,2441822,,0,19643058,47847,1018098,2543010,,,,0,19643058,47847
2021-03-02,UT,1949,,9,,14753,14753,237,29,2324,92,1541145,3142,,,2521663,818,,371979,,487,0,,59080,,56633,343810,353737,,0,2865473,6285,,962849,,358674,1855832,3425,2865473,6285
2021-03-02,VA,8943,7674,160,1269,24258,24258,1345,100,,305,,0,,,,,200,578559,455578,1385,0,28135,122592,,,556553,,5928679,12765,5928679,12765,222031,1396985,,,,0,,0
2021-03-02,VI,25,,0,,,,,0,,,45225,0,,,,,,2646,,0,0,,,,,,2511,,0,47871,0,,,,,47981,0,,0
2021-03-02,VT,206,,1,,,,24,0,,7,317005,247,,,,,,15372,14932,88,0,,,,,,12759,,0,1078840,2581,,,,,331937,332,1078840,2581
2021-03-02,WA,4969,,13,,19372,19372,473,53,,125,,0,,,4958153,,61,340708,321881,935,0,,,,,321822,,5280330,45898,5280330,45898,,,,,,0,,0
2021-03-02,WI,7050,6440,36,610,26222,26222,275,64,2259,71,2631712,2090,,,,,,618307,564592,607,0,,,,,,550730,6938594,16676,6938594,16676,,,,,3196304,2414,,0
2021-03-02,WV,2301,1955,1,346,,,210,0,,61,,0,,,,,28,132184,105593,136,0,,,,,,123191,,0,2190001,8074,32656,,,,,0,2190001,8074
2021-03-02,WY,682,,11,,1385,1385,24,1,,,181403,207,,,594768,,,54527,46190,56,0,,,,,38847,53339,,0,641380,786,,,,,227593,250,641380,786
2021-03-01,AK,300,,10,,1279,1279,25,2,,,,0,,,1627988,,5,56339,,350,0,,,,,67948,,,0,1698031,18356,,,,,,0,1698031,18356
2021-03-01,AL,9931,7789,2,2142,45648,45648,651,220,2651,,1905141,1450,,,,1508,,493769,386933,517,0,,,,,,285130,,0,2292074,1858,,,117746,,2292074,1858,,0
2021-03-01,AR,5250,4257,7,993,14763,14763,441,0,,173,2444369,2512,,,2444369,1520,84,322509,254128,94,0,,,,80980,,313002,,0,2698497,2610,,,,464239,,0,2698497,2610
2021-03-01,AS,0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
2021-03-01,AZ,15979,14100,-1,1879,57589,57589,1241,-10,,382,3002212,5381,,,,,196,817821,762652,1039,0,,,,,,,,0,7682489,19066,575979,,439644,,3764864,6365,7682489,19066
2021-03-01,CA,52194,,215,,,,5409,0,,1518,,0,,,,,,3479078,3479078,3516,0,,,,,,,,0,48712676,243570,,,,,,0,48712676,243570
2021-03-01,CO,5952,5218,1,734,23550,23550,427,74,,,2175502,2874,358510,,,,,429839,406219,1536,0,59574,,,,,,6229855,13654,6229855,13654,420020,,,,2581721,4366,,0
2021-03-01,CT,7651,6280,29,1371,,,417,0,,,,0,,,6074561,,,282626,263448,2680,0,,21643,,,320670,,,0,6403426,104149,,381930,,,,0,6403426,104149
2021-03-01,DC,1019,,2,,,,168,0,,46,,0,,,,,25,40684,,86,0,,,,,,29019,1231593,3234,1231593,3234,,,,,436243,575,,0
2021-03-01,DE,1422,1286,0,136,,,151,0,,23,539551,907,,,,,,87080,82476,281,0,,,,,90549,,1400454,4870,1400454,4870,,,,,626631,1188,,0
2021-03-01,FL,31556,,150,,80659,80659,3686,87,,,9192789,7255,847365,803582,16528453,,,1875818,1524995,1664,0,176911,,166506,,2458948,,21784686,22888,21784686,22888,1024780,,970437,,11068607,8919,19078033,22915
2021-03-01,GA,17376,15148,81,2228,56089,56089,2348,50,9132,,,0,,,,,,1008660,819730,2139,0,75711,162411,,,795852,,,0,7215169,13195,477400,1406064,,,,0,7215169,13195
2021-03-01,GU,131,,0,,,,3,0,,2,109867,0,,,,,1,7737,7528,1,0,24,248,,,,7564,,0,117604,1,352,9111,,,,0,117392,0
2021-03-01,HI,439,439,0,,2214,2214,31,0,,3,,0,,,,,3,28355,27588,29,0,,,,,27477,,1117157,4179,1117157,4179,,,,,,0,,0
2021-03-01,IA,5472,,1,,,,197,0,,48,1035119,1329,,93389,2392446,,15,280279,280279,240,0,,59842,18571,56368,304008,315443,,0,1315398,1569,,1346025,112011,242163,1317777,1562,2711184,4675
2021-03-01,ID,1860,1634,0,226,7076,7076,162,0,1231,35,500096,0,,,,,,171140,138823,0,0,,,,,,94230,,0,638919,0,,123809,,,638919,0,1083384,0
2021-03-01,IL,22759,20536,24,2223,,,1288,0,,308,,0,,,,,148,1187839,,1143,0,,,,,,,,0,18178487,42234,,,,,,0,18178487,42234
2021-03-01,IN,12595,12162,22,433,42815,42815,763,40,7514,124,2457982,2454,,,,,66,662213,,540,0,,,,,754471,,,0,8035726,14296,,,,,3120195,2994,8035726,14296
2021-03-01,KS,4743,,8,,9290,9290,165,41,2521,43,964803,4003,,,,411,16,294302,,639,0,,,,,,,,0,1259105,4642,,586346,,,1259105,4642,2485181,16491
2021-03-01,KY,4652,4224,15,428,19143,19143,719,42,3976,180,,0,,,,,82,405126,310885,504,0,9686,36741,,,250151,47592,,0,3919142,14575,111352,484384,,,,0,3919142,14575
2021-03-01,LA,9628,8941,20,687,,,629,0,,,5155000,7933,,,,,91,430504,370247,404,0,,,,,,408463,,0,5585504,8337,,453562,,,,0,5525247,8232
2021-03-01,MA,16144,15822,26,322,19444,19444,788,0,,184,4355357,6818,,,,,119,582543,551550,1395,0,,,15162,,659307,494740,,0,16261930,53839,,,154697,561797,4906907,8066,16261930,53839
2021-03-01,MD,7879,7697,10,182,35069,35069,904,69,,235,3003717,4132,,168551,,,,382702,382702,603,0,,,27357,,466972,9669,,0,7906291,19263,,,195908,,3386419,4735,7906291,19263
2021-03-01,ME,703,680,0,23,1529,1529,62,2,,20,,0,14157,,,,8,44762,35230,128,0,845,10272,,,40784,12805,,0,1600443,3345,15014,200605,,,,0,1600443,3345
2021-03-01,MI,16519,15534,11,985,,,893,0,,226,,0,,,9691266,,103,647415,589150,1865,0,,,,,745012,541258,,0,10436278,48387,528838,,,,,0,10436278,48387
2021-03-01,MN,6486,6215,3,271,25727,25727,230,8,5308,47,3015197,6494,,,,,,485230,461527,636,0,,,,,,471647,6934737,18160,6934737,18160,,431055,,,3476724,7018,,0
2021-03-01,MO,7919,,0,,,,1066,0,,212,1859688,2242,125380,,3952312,,125,478416,478416,192,0,24094,81976,,,528222,,,0,4490001,7708,149673,850813,133962,351383,2338104,2434,4490001,7708
2021-03-01,MP,2,2,0,,4,4,,0,,,17429,0,,,,,,143,143,0,0,,,,,,29,,0,17572,0,,,,,17542,0,26131,0
2021-03-01,MS,6681,4672,0,2009,9012,9012,455,0,,111,1459374,23188,,,,,65,294994,182974,199,0,,,,,,273437,,0,1754368,23387,81986,748339,,,,0,1642348,25168
2021-03-01,MT,1357,,0,,4584,4584,68,3,,13,,0,,,,,6,100003,95472,49,0,,,,,,97037,,0,1079671,1683,,,,,,0,1079671,1683
2021-03-01,NC,11254,9959,42,1295,,,1319,0,,333,,0,,,,,,862170,752406,3622,0,,,,,,,,0,9525274,25289,,766208,,,,0,9525274,25289
2021-03-01,ND,1475,,3,,3871,3871,25,4,565,3,305019,68,,,,,,99852,94623,43,0,,,,,,97836,1410827,1212,1410827,1212,,144401,,,404871,111,1516683,1648
2021-03-01,NE,2082,,0,,6106,6106,158,4,,,764460,456,,,2137624,,,200946,,98,0,,,,,233457,155333,,0,2373731,2529,,,,,965935,556,2373731,2529
2021-03-01,NH,1170,,0,,1118,1118,90,0,345,,575922,-681,,,,,,75588,53204,164,0,,,,,,72055,,0,1461579,2829,39325,194993,37723,,629126,-563,1461579,2829
2021-03-01,NJ,23273,20942,21,2331,63777,63777,1865,64,,387,9868082,0,,,,,226,792496,704362,3140,0,,,,,,,,0,10660578,3140,,,,,,0,10567646,0
2021-03-01,NM,3729,,13,,13127,13127,186,19,,,,0,,,,,,185297,,165,0,,,,,,147446,,0,2699792,6331,,,,,,0,2699792,6331
2021-03-01,NV,4957,,0,,,,464,0,,105,1119425,2196,,,,,56,293980,293980,226,0,,,,,,,2725701,6482,2725701,6482,,,,,1413405,2422,,0
2021-03-01,NY,38577,,80,,,,5307,0,,1065,,0,,,,,741,1636680,,6235,0,,,,,,,38281073,174158,38281073,174158,,,,,,0,,0
2021-03-01,OH,17346,14752,49,2594,50382,50382,1181,103,7148,295,,0,,,,,224,968847,830282,1425,0,,84593,,,858743,911474,,0,10056602,26079,,1700473,,,,0,10056602,26079
2021-03-01,OK,4478,,50,,23995,23995,484,10,,150,3084829,0,,,3084829,,,424888,,380,0,21760,,,,386563,407665,,0,3509717,380,148204,,,,,0,3483450,12058
2021-03-01,OR,2208,,0,,8570,8570,177,0,,35,,0,,,3361555,,16,155597,,282,0,,,,,202565,,,0,3564120,0,,,,,,0,3564120,0
2021-03-01,PA,24026,,5,,,,1715,0,,366,3889842,5256,,,,,203,933270,803009,1628,0,,,,,,849275,10443158,64369,10443158,64369,,,,,4692851,6520,,0
2021-03-01,PR,2037,1733,1,304,,,155,0,,23,305972,0,,,395291,,23,100584,92708,287,0,82090,,,,20103,90891,,0,406556,287,,,,,,0,415664,0
2021-03-01,RI,2517,,3,,8947,8947,162,47,,28,669132,690,,,2860484,,18,126588,,152,0,,,,,150827,,3011311,5788,3011311,5788,,,,,795720,842,,0
2021-03-01,SC,8562,7592,32,970,20406,20406,725,19,,194,4535334,24419,105661,,4406533,,88,517976,444991,1153,0,27409,108193,,,573792,230793,,0,5053310,25572,133070,867036,,,,0,4980325,25203
2021-03-01,SD,1888,,0,,6632,6632,92,6,,15,310347,225,,,,,7,112470,99873,43,0,,,,,105054,108664,,0,692321,629,,,,,422817,268,692321,629
2021-03-01,TN,11421,9181,10,2240,18620,18620,1009,15,,257,,0,,,6040778,,127,775693,649664,689,0,,137917,,,749192,750755,,0,6789970,9109,,1372301,,,,0,6789970,9109
2021-03-01,TX,42995,,59,,,,5611,0,,1747,,0,,,,,,2647845,2292097,3821,0,153078,199506,,,2604373,2429453,,0,19595211,37529,1016619,2481635,,,,0,19595211,37529
2021-03-01,UT,1940,,5,,14724,14724,238,29,2309,89,1538003,2400,,,2515715,813,,371492,,257,0,,58884,,56440,343473,352814,,0,2859188,5273,,954594,,356517,1852407,2642,2859188,5273
2021-03-01,VA,8783,7530,231,1253,24158,24158,1321,43,,295,,0,,,,,196,577174,454735,1124,0,28067,122040,,,555429,,5915914,13192,5915914,13192,221809,1384143,,,,0,,0
2021-03-01,VI,25,,0,,,,,0,,,45225,0,,,,,,2646,,0,0,,,,,,2511,,0,47871,0,,,,,47981,0,,0
2021-03-01,VT,205,,1,,,,29,0,,8,316758,880,,,,,,15284,14847,86,0,,,,,,12626,,0,1076259,7960,,,,,331605,965,1076259,7960
2021-03-01,WA,4956,,0,,19319,19319,498,0,,135,,0,,,4913062,,58,339773,321079,0,0,,,,,321014,,5234432,0,5234432,0,,,,,,0,,0
2021-03-01,WI,7014,6412,0,602,26158,26158,287,31,2256,73,2629622,2826,,,,,,617700,564268,333,0,,,,,,550280,6921918,15040,6921918,15040,,,,,3193890,3134,,0
2021-03-01,WV,2300,1955,0,345,,,225,0,,59,,0,,,,,30,132048,105464,193,0,,,,,,122751,,0,2181927,4330,32608,,,,,0,2181927,4330
2021-03-01,WY,671,,0,,1384,1384,28,2,,,181196,370,,,594005,,,54471,46147,77,0,,,,,38827,53248,,0,640594,3878,,,,,227343,473,640594,3878
