iata,name,city,state,country,latitude,longitude,death
HLG,Wheeling-Ohio Cty,Wheeling,WV,USA,40.175,-80.64627778,96.0
HLN,Helena Regional,Helena,MT,USA,0.0,0.0,0.0
HLX,Twin County,Galax,VA,USA,36.76611472,-80.82356556,30.0
HMT,Hemet-Ryan,Hemet,CA,USA,33.73398167,-117.0225258,203.0
HMZ,Bedford County,Bedford,PA,USA,0.0,0.0,0.0
HNB,Huntingburg,Huntingburg,IN,USA,0.0,0.0,0.0
HNH,Hoonah,Hoonah,AK,USA,58.09609139,-135.4096975,38.0
HNL,Honolulu International,Honolulu,HI,USA,21.31869111,-157.9224072,212.0
HNM,Hana,Hana,HI,USA,20.79563722,-156.0144378,129.0
HNR,Harlan Municipal,Harlan,IA,USA,0.0,0.0,108.0
HNS,Haines,Haines,AK,USA,59.24522806,-135.5221086,402.0
HNZ,Henderson-Oxford,Oxford,NC,USA,0.0,0.0,0.0
HOB,Lea County Regional,Hobbs,NM,USA,0.0,0.0,401.0
HOC,Highland County,Hillsboro,OH,USA,0.0,0.0,37.0
HOE,Homerville,Homerville,GA,USA,0.0,0.0,0.0
HOM,Homer,Homer,AK,USA,59.64555556,-151.4765833,284.0
HON,Huron Regional,Huron,SD,USA,0.0,0.0,0.0
HOT,Memorial,Hot Springs,AR,USA,0.0,0.0,226.0
HOU,William P Hobby,Houston,TX,USA,0.0,0.0,272.0
HPB,Hooper Bay,Hooper Bay,AK,USA,61.52418306,-166.1467797,321.0
HPN,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,130.0
HPT,Hampton Municipal,Hampton,IA,USA,42.72372361,-93.22634056,397.0
HQG,Hugoton Municipal,Hugoton,KS,USA,37.16308056,-101.3705267,0.0
HQM,Bowerman,Hoquiam,WA,USA,46.97120167,-123.9365581,445.0
HQU,Thomson-McDuffie County,Thomson,GA,USA,0.0,0.0,63.0
HQZ,Mesquite Metro,Mesquite,TX,USA,0.0,0.0,0.0
HRI,Hermiston Muni,Hermiston,OR,USA,45.82822222,-119.2591667,122.0
HRL,Valley International,Harlingen,TX,USA,0.0,0.0,0.0
HRO,Boone County,Harrison,AR,USA,0.0,0.0,425.0
HRR,Healy River,Healy,AK,USA,63.86620806,-148.9689842,92.0
HRU,Herington Municipal,Herington,KS,USA,0.0,0.0,93.0
HRX,Hereford Municipal,Hereford,TX,USA,0.0,0.0,0.0
HSA,Stennis International,Bay St Louis,MS,USA,0.0,0.0,0.0
HSB,Harrisburg-Raleigh,Harrisburg,IL,USA,0.0,0.0,0.0
HSE,Billy Mitchell,Hatteras,NC,USA,0.0,0.0,54.0
HSI,Hastings Municipal,Hastings,NE,USA,0.0,0.0,398.0
HSL,Huslia,Huslia,AK,USA,65.70055556,-156.3875,12.0
HSP,Ingalls,Hot Springs,VA,USA,37.95144444,-79.83389444,0.0
HSR,Hot Springs Municipal,Hot Springs,SD,USA,0.0,0.0,0.0
HSV,Huntsville International,Huntsville,AL,USA,0.0,0.0,0.0
HTH,Hawthorne Municipal,Hawthorne,NV,USA,38.54436583,-118.6343003,484.0
HTL,Roscommon County,Houghton Lake,MI,USA,0.0,0.0,0.0
HTO,East Hampton,East Hampton,NY,USA,40.95957778,-72.25185056,417.0
HTS,Tri-State/Walker-Long,Huntington,WV,USA,0.0,0.0,0.0
HTW,"Lawrence County Airpark,Inc",Chesapeake,OH,USA,0.0,0.0,0.0
HUF,Terre Haute International-Hulman,Terre Haute,IN,USA,0.0,0.0,436.0
HUL,Houlton International,Houlton,ME,USA,46.12308333,-67.79205556,187.0
HUM,Houma-Terrebonne,Houma,LA,USA,0.0,0.0,109.0
HUS,Hughes,Hughes,AK,USA,66.04112167,-154.2631903,201.0
HUT,Hutchinson Municipal,Hutchinson,KS,USA,38.06548306,-97.86063361,0.0
HVC,Hopkinsville-Christian County,Hopkinsville,KY,USA,0.0,0.0,0.0
HVE,Hanksville,Hanksville,UT,USA,0.0,0.0,0.0
HVN,Tweed-New Haven,New Haven,CT,USA,41.26389889,-72.8871,180.0
HVR,Havre City-County,Havre,MT,USA,0.0,0.0,418.0
HVS,Hartsville Municipal,Hartsville,SC,USA,0.0,0.0,0.0
HWD,Hayward Executive,Hayward,CA,USA,37.65926528,-122.1224083,349.0
HWI,Hawk Inlet SPB,Hawk Inlet,AK,USA,58.12744139,-134.7559531,496.0
HWO,North Perry,Hollywood,FL,USA,0.0,0.0,0.0
HWQ,Wheatland County  At Harlowton,Harlowton,MT,USA,0.0,0.0,0.0
HWV,Brookhaven,Shirley,NY,USA,40.81676528,-72.86204722,331.0
HXD,Hilton Head,Hilton Head Island,SC,USA,32.22436111,-80.69747222,0.0
HXF,Hartford Municipal,Hartford,WI,USA,0.0,0.0,0.0
HYA,Barnstable Mun Boardman/Polando,Hyannis,MA,USA,41.66933639,-70.28035583,275.0
HYG,Hydaburg SPB,Hydaburg,AK,USA,55.20631611,-132.8283131,293.0
HYI,San Marcos Municipal,San Marcos,TX,USA,0.0,0.0,0.0
HYL,Hollis SPB,Hollis,AK,USA,55.48158833,-132.6460942,70.0
HYR,Sawyer County,Hayward,WI,USA,0.0,0.0,203.0
HYS,Hays Municipal,Hays,KS,USA,38.84494167,-99.27403361,443.0
HYW,Conway-Horry County,Conway,SC,USA,0.0,0.0,0.0
HZD,Carroll County,Huntingdon,TN,USA,36.08930722,-88.46329778,0.0
HZE,Mercer County Regional,Hazen,ND,USA,0.0,0.0,0.0
HZL,Hazleton Muni,Hazleton,PA,USA,0.0,0.0,424.0
HZR,False River Air Park,New Roads,LA,USA,30.71832333,-91.47866972,0.0
HZY,Ashtabula County,Ashtabula,OH,USA,0.0,0.0,0.0
I05,Sturgis Municipal,Sturgis,KY,USA,37.54083333,-87.95183333,0.0
I12,Sidney Municipal,Sidney,OH,USA,40.24127944,-84.15101167,0.0
I16,Kee,Pineville,WV,USA,37.60044444,-81.55927778,431.0
I18,Jackson County,Ravenswood,WV,USA,0.0,0.0,439.0
I19,Greene County,Dayton,OH,USA,0.0,0.0,0.0
I22,Randolph County,Winchester,IN,USA,0.0,0.0,438.0
I23,Fayette County,Washington Court House,OH,USA,0.0,0.0,0.0
I25,Welch Muni,Welch,WV,USA,0.0,0.0,0.0
I32,Morehead-Rowan County,Morehead,KY,USA,0.0,0.0,423.0
I34,Greensburg-Decatur County,Greensburg,IN,USA,39.32691111,-85.52252694,0.0
I35,Tucker-Guthrie Memorial,Harlan,KY,USA,0.0,0.0,0.0
I39,Madison County,Richmond,KY,USA,37.63152778,-84.33244444,0.0
I40,Richard Downing,Coshocton,OH,USA,0.0,0.0,110.0
I42,Paoli Municipal,Paoli,IN,USA,38.58338806,-86.46248778,0.0
I43,James A Rhodes,Jackson,OH,USA,0.0,0.0,0.0
I50,Stanton,Stanton,KY,USA,37.85008167,-83.84575194,80.0
I57,Pike County,Waverly,OH,USA,0.0,0.0,0.0
I63,Mt. Sterling Municipal,Mt. Sterling,IL,USA,0.0,0.0,0.0
I66,Clinton,Wilmington,OH,USA,0.0,0.0,153.0
I67,Cincinnati West,Harrison,OH,USA,0.0,0.0,0.0
I68,Lebanon-Warren County,Lebanon,OH,USA,39.46217306,-84.25184722,0.0
I69,Clermont County,Batavia,OH,USA,0.0,0.0,0.0
I74,Grimes,Urbana,OH,USA,40.12928306,-83.7548775,0.0
I75,Osceola Municipal,Osceola,IA,USA,0.0,0.0,418.0
I76,Peru Municipal,Peru,IN,USA,0.0,0.0,433.0
I78,Union County,Marysville,OH,USA,0.0,0.0,0.0
I83,Salem Municipal,Salem,IN,USA,0.0,0.0,56.0
I86,Perry County,New Lexington,OH,USA,0.0,0.0,0.0
I88,Pontiac Municipal,Pontiac,IL,USA,0.0,0.0,0.0
I93,Breckinridge County,Hardinsburg,KY,USA,0.0,0.0,0.0
I95,Hardin County,Kenton,OH,USA,0.0,0.0,0.0
IAD,Washington Dulles International,Chantilly,VA,USA,0.0,0.0,0.0
IAG,Niagara Falls Intl,Niagara Falls,NY,USA,0.0,0.0,165.0
IAH,George Bush Intercontinental,Houston,TX,USA,0.0,0.0,482.0
IAN,Bob Baker Memorial,Kiana,AK,USA,66.97937611,-160.4358597,356.0
IBM,Robert E. Arraj,Kimball,NE,USA,0.0,0.0,0.0
ICL,Schenck,Clarinda,IA,USA,0.0,0.0,0.0
ICT,Wichita Mid-Continent,Wichita,KS,USA,0.0,0.0,226.0
IDA,Idaho Falls Regional,Idaho Falls,ID,USA,0.0,0.0,393.0
IDI,Indiana Cty/Jimmy Stewart,Indiana,PA,USA,0.0,0.0,456.0
IDL,Indianola Municipal,Indianola,MS,USA,0.0,0.0,0.0
IDP,Independence Municipal,Independence,KS,USA,0.0,0.0,293.0
IEM,Whittier,Whittier,AK,USA,60.7772125,-148.7215775,107.0
IEN,Pine Ridge,Pine Ridge,SD,USA,0.0,0.0,0.0
IER,Natchitoches Municipal,Natchitoches,LA,USA,0.0,0.0,0.0
IFA,Iowa Falls Municipal,Iowa Falls,IA,USA,42.47078639,-93.26995361,0.0
IFP,Laughlin/Bullhead International,Bullhead City,AZ,USA,0.0,0.0,0.0
IGG,Igiugig,Igiugig,AK,USA,59.32373528,-155.9032733,62.0
IGM,Kingman,Kingman,AZ,USA,0.0,0.0,29.0
IGQ,Lansing Municipal,Chicago/Lansing,IL,USA,41.53988889,-87.53216667,0.0
IGT,Nightmute,Nightmute,AK,USA,60.47032722,-164.6856414,217.0
IIB,Independence Municipal,Independence,IA,USA,0.0,0.0,157.0
IIK,Kipnuk,Kipnuk,AK,USA,59.93295111,-164.0305131,96.0
IIY,Washington-Wilkes County,Washington,GA,USA,0.0,0.0,219.0
IJD,Windham,Willimantic,CT,USA,41.74404028,-72.18023583,194.0
IJX,Jacksonville Municipal,Jacksonville,IL,USA,0.0,0.0,0.0
IKK,Greater Kankakee,Kankakee,IL,USA,0.0,0.0,185.0
IKV,Ankeny Regional,Ankeny,IA,USA,41.69128556,-93.56630333,417.0
ILE,Killeen Municipal,Killeen,TX,USA,31.08583333,-97.6865,290.0
ILG,New Castle County,Wilmington,DE,USA,0.0,0.0,0.0
ILI,Iliamna,Iliamna,AK,USA,59.75380028,-154.9109597,481.0
ILM,Wilmington International,Wilmington,NC,USA,0.0,0.0,423.0
IML,Imperial Municipal,Imperial,NE,USA,0.0,0.0,93.0
IMM,Immokalee,Immokalee,FL,USA,26.43316667,-81.40102778,55.0
IMS,Madison Municipal,Madison,IN,USA,0.0,0.0,240.0
IMT,Ford,Iron Mountain/Kingsford,MI,USA,0.0,0.0,0.0
IN03,Indianapolis Downtown,Indianapolis,IN,USA,0.0,0.0,0.0
IND,Indianapolis International,Indianapolis,IN,USA,0.0,0.0,110.0
INK,Winkler County,Wink,TX,USA,0.0,0.0,434.0
INL,Falls International,International Falls,MN,USA,48.56618722,-93.40306667,0.0
INT,Smith Reynolds,Winston-Salem,NC,USA,0.0,0.0,409.0
INW,Winslow-Lindbergh Regional,Winslow,AZ,USA,35.02191667,-110.7225278,0.0
IOB,Mt Sterling-Montgomery County,Mount Sterling,KY,USA,38.05813889,-83.97958333,76.0
IOW,Iowa City Municipal,Iowa City,IA,USA,0.0,0.0,191.0
IPJ,Lincoln County,Lincolnton,NC,USA,0.0,0.0,236.0
IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456,263.0
IPT,Williamsport-Lycoming Cty,Williamsport,PA,USA,0.0,0.0,0.0
IRK,Kirksville Regional,Kirksville,MO,USA,40.09364444,-92.54496917,402.0
IRS,Kirsch Municipal,Sturgis,MI,USA,0.0,0.0,0.0
ISM,Kissimmee Municipal,Orlando,FL,USA,0.0,0.0,0.0
ISN,Sloulin Field International,Williston,ND,USA,0.0,0.0,0.0
ISO,Kinston Regional Jetport At Stallin,Kinston,NC,USA,35.32807944,-77.61552611,0.0
ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,414.0
ISQ,Schoolcraft County,Manistique,MI,USA,45.97464056,-86.17183056,200.0
ISW,Alexander,Wisconsin Rapids,WI,USA,0.0,0.0,35.0
ISZ,Cincinnati-Blue Ash,Cincinnati,OH,USA,39.24669444,-84.38897222,0.0
ITH,Tompkins Cty,Ithaca,NY,USA,0.0,0.0,0.0
ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,373.0
ITR,Kit Carson County,Burlington,CO,USA,39.2425,-102.2853889,382.0
IWA,Williams Gateway,Phoenix,AZ,USA,0.0,0.0,0.0
IWD,Gogebic County,Ironwood,MI,USA,46.52747472,-90.13139667,245.0
IWH,Wabash Municipal,Wabash,IN,USA,0.0,0.0,0.0
IWI,Wiscasset,Wiscasset,ME,USA,43.96141667,-69.71255556,344.0
IWK,Wales,Wales,AK,USA,65.62394028,-168.0991719,315.0
IWS,West Houston,Houston,TX,USA,29.81819444,-95.67261111,0.0
IXD,New Century Aircenter,Olathe,KS,USA,0.0,0.0,257.0
IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122,451.0
IYS,Wasilla,Wasilla,AK,USA,61.57196083,-149.5405556,431.0
IZA,Santa Ynez,Santa Ynez,CA,USA,34.60682028,-120.0755617,242.0
IZG,Eastern Slopes Regional,Fryeburg,ME,USA,43.99114472,-70.94787444,440.0
JAC,Jackson Hole,Jackson,WY,USA,0.0,0.0,340.0
JAN,Jackson International,Jackson,MS,USA,0.0,0.0,206.0
JAS,Jasper County -Bell,Jasper,TX,USA,0.0,0.0,195.0
JAU,Campbell County,Jacksboro,TN,USA,0.0,0.0,0.0
JAX,Jacksonville International,Jacksonville,FL,USA,0.0,0.0,435.0
JBR,Jonesboro Municipal,Jonesboro,AR,USA,35.83186111,-90.64616667,0.0
JCT,Kimble County,Junction,TX,USA,0.0,0.0,0.0
JDN,Jordan,Jordan,MT,USA,0.0,0.0,126.0
JEF,Jefferson City Memorial,Jefferson City,MO,USA,0.0,0.0,0.0
JER,Jerome County,Jerome,ID,USA,42.72663639,-114.4571506,0.0
JES,Jesup-Wayne County,Jesup,GA,USA,0.0,0.0,0.0
JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556,127.0
JFX,Walker County,Jasper,AL,USA,33.90199528,-87.31416639,55.0
JHM,Kapalua,Lahaina,HI,USA,20.96293639,-156.6730317,401.0
JHW,Chautauqua Cty,Jamestown,NY,USA,42.15336861,-79.258035,0.0
JKA,Jack Edwards,Gulf Shores,AL,USA,0.0,0.0,0.0
JKJ,Moorhead Municipal,Moorhead,MN,USA,46.83919194,-96.66313028,394.0
JKL,Julian Carroll,Jackson,KY,USA,0.0,0.0,0.0
JLN,Joplin Regional,Joplin,MO,USA,0.0,0.0,27.0
JMR,Mora Municipal,Mora,MN,USA,0.0,0.0,0.0
JMS,Jamestown Municipal,Jamestown,ND,USA,0.0,0.0,31.0
JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,474.0
JNX,Johnston County,Smithfield,NC,USA,0.0,0.0,0.0
JOT,Joliet Park District,Chicago/Joliet,IL,USA,0.0,0.0,77.0
JQF,Concord Regional,Concord,NC,USA,0.0,0.0,456.0
JRA,Port Authority-W 30th St Midtown Heliport,New York,NY,USA,40.75454583,-74.00708389,467.0
JRB,Downtown Manhattan/Wall St. Heliport,New York,NY,USA,40.70121361,-74.00902833,34.0
JRF,Kalaeloa (John Rodgers),Kapolei,HI,USA,21.30735389,-158.0703017,292.0
JSO,Jacksonville-Cherokee County,Jacksonville,TX,USA,31.86933667,-95.21739028,257.0
JST,Johnstown-Cambria Cty,Johnstown,PA,USA,0.0,0.0,36.0
JVL,Rock County,Janesville,WI,USA,0.0,0.0,0.0
JVY,Clark County,Jeffersonville,IN,USA,0.0,0.0,192.0
JWG,Watonga,Watonga,OK,USA,0.0,0.0,0.0
JWN,John C. Tune,Nashville,TN,USA,0.0,0.0,0.0
JXN,Jackson County Reynolds,Jackson,MI,USA,0.0,0.0,0.0
JYG,St James Municipal,St James,MN,USA,43.98631833,-94.55793722,361.0
JYL,Plantation Airpark,Sylvania,GA,USA,0.0,0.0,0.0
JYM,Hillsdale Municipal,Hillsdale,MI,USA,0.0,0.0,270.0
JYO,Leesburg Executive,Leesburg,VA,USA,0.0,0.0,136.0
JYR,Municipal,York,NE,USA,40.89675,-97.62277778,203.0
JZI,Charleston Executive,Charleston,SC,USA,32.70086111,-80.00291667,0.0
JZP,Pickens County,Jasper,GA,USA,0.0,0.0,107.0
JZZ,Koliganek,Koliganek,AK,USA,59.72664194,-157.2594722,397.0
K01,Farington,Auburn,NE,USA,0.0,0.0,318.0
K02,Perryville Municipal,Perryville,MO,USA,0.0,0.0,0.0
K06,Greater Beardstown,Beardstown,IL,USA,39.97338139,-90.40373556,0.0
K09,Piseco Muni,Piseco,NY,USA,43.45340222,-74.51765083,294.0
K15,Linn Creek-Grand Glaize Memorial,Osage Beach,MO,USA,0.0,0.0,432.0
K20,Wendell H. Ford,Hazard,KY,USA,0.0,0.0,496.0
K22,Big Sandy Regional,Prestonburg,KY,USA,0.0,0.0,0.0
K24,Russell County,Jamestown,KY,USA,0.0,0.0,0.0
K29,Council,Council,AK,USA,64.89788278,-163.7034472,482.0
K33,Salem Memorial,Salem,MO,USA,0.0,0.0,0.0
K34,Municipal,Gardner,KS,USA,0.0,0.0,262.0
K39,St Clair Memorial,St Clair,MO,USA,0.0,0.0,123.0
K46,Blair Municipal,Blair,NE,USA,0.0,0.0,0.0
K54,Teller,Teller,AK,USA,65.24089806,-166.3360067,425.0
K57,Gould Peterson Municipal,Tarkio,MO,USA,40.44583139,-95.36275806,0.0
K59,Amelia Earhart,Atchison,KS,USA,39.57052472,-95.18033139,333.0
K61,Moritz Memorial,Beloit,KS,USA,0.0,0.0,21.0
K62,Falmouth Pendleton County,Falmouth,KY,USA,0.0,0.0,0.0
K67,Oswego Municipal,Oswego,KS,USA,0.0,0.0,407.0
K68,Garnett Municipal,Garnett,KS,USA,0.0,0.0,0.0
K78,Abilene Municipal,Abilene.,KS,USA,0.0,0.0,161.0
K81,Miami County,Paola,KS,USA,38.53751389,-94.92524194,500.0
K82,Smith Center Municipal,Smith Center,KS,USA,0.0,0.0,0.0
K83,Sabetha Municipal,Sabetha,KS,USA,0.0,0.0,373.0
K88,Allen County,Iola,KS,USA,0.0,0.0,0.0
K89,Macon-Fower Memorial,Macon,MO,USA,0.0,0.0,0.0
K96,Tuscola,Tuscola,IL,USA,0.0,0.0,0.0
KAE,Kake SPB,Kake,AK,USA,56.97299639,-133.9456147,183.0
KAL,Kaltag,Kaltag,AK,USA,64.32571917,-158.7441475,314.0
KCC,Coffman Cove SPB,Coffman Cove,AK,USA,56.00324444,-132.8419689,72.0
KCL,Chignik Lagoon,Chignik Flats,AK,USA,56.31116306,-158.5359264,314.0
KEB,English Bay,English Bay,AK,USA,59.35214833,-151.9251558,431.0
KEK,Ekwok,Ekwok,AK,USA,59.35399444,-157.4744092,183.0
KFP,False Pass,False Pass,AK,USA,54.84744583,-163.4103222,11.0
KGX,Grayling,Grayling,AK,USA,62.89456056,-160.0649042,435.0
KIB,Ivanof Bay SPB,Ivanof Bay,AK,USA,55.89753333,-159.4886689,160.0
KIC,Mesa Del Rey,King City,CA,USA,36.22802139,-121.1218614,341.0
KKA,Koyuk,Koyuk,AK,USA,64.93404056,-161.158145,313.0
KKB,Kitoi Bay SPB,Kitoi Bay,AK,USA,58.19094611,-152.3704875,209.0
KLG,Kalskag,Kalskag,AK,USA,61.53627389,-160.3413306,345.0
KLL,Levelock,Levelock,AK,USA,59.11816472,-156.8652169,331.0
KLS,Kelso-Longview,Kelso,WA,USA,46.118,-122.8983889,374.0
KNB,Kanab Muni,Kanab,UT,USA,0.0,0.0,0.0
KNW,Stuyahok,New Stuyahok,AK,USA,59.44955333,-157.3271908,130.0
KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,101.0
KPB,Point Baker SPB,Point Baker,AK,USA,56.35185972,-133.6225864,360.0
KPH,Pauloff Harbor SPB,Pauloff Harbor,AK,USA,54.45912028,-162.6936406,475.0
KQA,Akutan SPB,Akutan,AK,USA,54.13246694,-165.7853111,23.0
KSM,St. Mary's,St. Mary's,AK,USA,62.06048639,-163.3021108,140.0
KTB,Thorne Bay,Thorne Bay,AK,USA,55.68796194,-132.5366758,475.0
KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374,18.0
KTS,Brevig Mission,Brevig Mission,AK,USA,65.33136111,-166.4631667,112.0
KVC,King Cove,King Cove,AK,USA,55.1163475,-162.2662272,236.0
KVL,Kivalina,Kivalina,AK,USA,67.73125333,-164.5518019,12.0
KWT,Kwethluk,Kwethluk,AK,USA,60.80425194,-161.44535,438.0
KXA,Kasaan SPB,Kasaan,AK,USA,55.53741389,-132.3975144,431.0
KYK,Karluk,Karluk,AK,USA,57.56706389,-154.4503714,237.0
KYU,Koyukuk,Koyukuk,AK,USA,64.87714278,-157.7158358,50.0
L04,Holtville,Holtville,CA,USA,32.84032361,-115.2674806,149.0
L05,Kern Valley,Kernville,CA,USA,35.72828472,-118.4198069,23.0
L06,Furnace Creek,Death Valley National Park,CA,USA,36.46383694,-116.8814425,371.0
L08,Borrego Valley,Borrego Springs,CA,USA,33.25902778,-116.3209722,181.0
L12,Redlands Municipal,Redlands,CA,USA,34.08526167,-117.1463789,450.0
L15,Henderson,Las Vegas,NV,USA,35.97636444,-115.1327708,249.0
L17,Taft-Kern County,Taft,CA,USA,35.14107806,-119.4412294,464.0
L18,Fallbrook Community Airpark,Fallbrook,CA,USA,33.35419806,-117.2508686,284.0
L19,Wasco-Kern County,Wasco,CA,USA,35.61967889,-119.3537242,235.0
L26,Hesperia,Hesperia,CA,USA,34.37722333,-117.3158783,33.0
L31,Greater St. Tammany Parish,Covington,LA,USA,0.0,0.0,0.0
L35,Big Bear City,Big Bear,CA,USA,34.26361944,-116.854475,408.0
L38,Louisiana Regional,Gonzales,LA,USA,0.0,0.0,0.0
L39,Leesville,Leesville,LA,USA,31.16819444,-93.34245833,294.0
L42,Allen Parish,Oakdale,LA,USA,30.75016667,-92.68847222,0.0
L45,Bakersfield Municipal,Bakersfield,CA,USA,35.32483333,-118.9958333,286.0
L49,South Lafourche,Galliano,LA,USA,0.0,0.0,0.0
L52,Oceano County,Oceano,CA,USA,35.10136472,-120.6221153,173.0
L67,Rialto Municipal,Rialto,CA,USA,34.12934361,-117.4016303,280.0
L70,Agua Dulce Airpark,Agua Dulce,CA,USA,34.50415889,-118.3128561,179.0
L71,California City Municipal,California City,CA,USA,35.15125306,-118.0166667,184.0
L72,Trona,Trona,CA,USA,35.81245333,-117.3272783,88.0
L75,Southland,Sulphur,LA,USA,0.0,0.0,0.0
L83,Thibodaux Municipal,Thibodaux,LA,USA,29.74779194,-90.83289889,484.0
L84,Lost Hills-Kern County,Lost Hills,CA,USA,35.62357083,-119.6862383,477.0
L92,Alamo Landing,Alamo,NV,USA,37.36246083,-115.1944622,224.0
LAA,Lamar Muni,Lamar,CO,USA,0.0,0.0,0.0
LAF,Purdue University,Lafayette,IN,USA,0.0,0.0,0.0
LAL,Lakeland Linder Regional,Lakeland,FL,USA,0.0,0.0,473.0
LAM,Los Alamos,Los Alamos,NM,USA,0.0,0.0,0.0
LAN,Capital City,Lansing,MI,USA,0.0,0.0,429.0
LAR,Laramie Regional,Laramie,WY,USA,0.0,0.0,0.0
LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333,332.0
LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667,63.0
LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,232.0
LBB,Lubbock International,Lubbock,TX,USA,0.0,0.0,188.0
LBE,Arnold Palmer Regional,Latrobe,PA,USA,0.0,0.0,211.0
LBF,North Platte Regional,North Platte,NE,USA,41.12621194,-100.6836542,490.0
LBL,Liberal Municipal,Liberal,KS,USA,0.0,0.0,0.0
LBO,Floyd W Jones Lebanon,Lebanon,MO,USA,0.0,0.0,0.0
LBT,Lumberton Municipal,Lumberton,NC,USA,0.0,0.0,0.0
LBX,Brazoria County,Angleton,TX,USA,0.0,0.0,0.0
LCG,Wayne Municipal,Wayne,NE,USA,0.0,0.0,0.0
LCH,Lake Charles Regional,Lake Charles,LA,USA,0.0,0.0,392.0
LCI,Laconia Municipal,Laconia,NH,USA,43.57272806,-71.41890028,152.0
LCK,Rickenbacker International,Columbus,OH,USA,39.81375917,-82.92786472,251.0
LCQ,Lake City Municipal,Lake City,FL,USA,0.0,0.0,23.0
LDJ,Linden,Linden,NJ,USA,40.61744722,-74.24459417,373.0
LDM,Mason County,Ludington,MI,USA,0.0,0.0,331.0
LEB,Lebanon Municipal,Lebanon,NH,USA,43.62637222,-72.30426722,480.0
LEE,Leesburg Regional,Leesburg,FL,USA,0.0,0.0,0.0
LEM,Lemmon Municipal,Lemmon,SD,USA,0.0,0.0,399.0
LEW,Auburn-Lewiston Municipal,Auburn-Lewiston,ME,USA,44.04847278,-70.2835075,404.0
LEX,Blue Grass,Lexington,KY,USA,0.0,0.0,202.0
LFK,Lufkin-Angelina County,Lufkin,TX,USA,0.0,0.0,232.0
LFT,Lafayette Regional,Lafayette,LA,USA,0.0,0.0,0.0
LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,300.0
LGB,Long Beach (Daugherty),Long Beach,CA,USA,33.81772222,-118.1516111,231.0
LGC,LaGrange-Callaway,Lagrange,GA,USA,0.0,0.0,185.0
LGD,La Grande/Union County,La Grande,OR,USA,45.29020944,-118.0071108,37.0
LGU,Logan-Cache,Logan,UT,USA,0.0,0.0,0.0
LHD,Lake Hood SPB,Anchorage,AK,USA,61.18000361,-149.9719322,269.0
LHM,Lincoln Regional,Lincoln,CA,USA,38.90916111,-121.3513361,489.0
LHQ,Fairfield County,Lancaster,OH,USA,0.0,0.0,0.0
LHV,Wm T Piper Memorial,Lock Haven,PA,USA,0.0,0.0,206.0
LHX,La Junta Muni,La Junta,CO,USA,0.0,0.0,303.0
LHZ,Franklin County,Louisburg,NC,USA,36.02334528,-78.33027139,196.0
LIC,Limon Municipal,Limon,CO,USA,0.0,0.0,54.0
LIH,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,393.0
LIT,Adams,Little Rock,AR,USA,0.0,0.0,0.0
LJF,Litchfield Municipal,Litchfield,MN,USA,45.09712889,-94.50726833,337.0
LKP,Lake Placid,Lake Placid,NY,USA,44.26447361,-73.96186639,28.0
LKR,Lancaster County,Lancaster,SC,USA,0.0,0.0,0.0
LKU,Louisa County / Freeman,Louisa,VA,USA,0.0,0.0,332.0
LKV,Lake County,Lakeview,OR,USA,42.16111111,-120.3990703,191.0
LLJ,Challis,Challis,ID,USA,44.52297806,-114.2175642,498.0
LLQ,Monticello Municipal,Monticello,AR,USA,0.0,0.0,295.0
LLU,Lamar Municipal,Lamar,MO,USA,37.4894925,-94.31150444,486.0
LMS,Louisville-Winston County,Louisville,MS,USA,0.0,0.0,75.0
LMT,Klamath Falls International,Klamath Falls,OR,USA,42.15614361,-121.7332081,334.0
LNA,Palm Beach County Park,Lantana,FL,USA,26.593,-80.08505556,0.0
LNC,Lancaster,Lancaster,TX,USA,0.0,0.0,93.0
LND,Hunt,Lander,WY,USA,0.0,0.0,481.0
LNK,Lincoln Municipal,Lincoln,NE,USA,0.0,0.0,294.0
LNL,Kings Land O' Lakes,Land O' Lakes,WI,USA,0.0,0.0,0.0
LNN,Lost Nation,Willoughby,OH,USA,0.0,0.0,0.0
LNP,Lonesome Pine,Wise,VA,USA,36.98743194,-82.53017361,0.0
LNS,Lancaster,Lancaster,PA,USA,40.12171528,-76.29609778,0.0
LNY,Lanai,Lanai City,HI,USA,20.78561111,-156.9514181,423.0
LOL,Derby,Lovelock,NV,USA,40.066405,-118.5651664,126.0
