,iata,name,city,state,country,latitude,longitude,precipitation
1542,FRM,Fairmont Municipal,Fairmont,MN,USA,0.0,0.0,90.99200142650400
1543,FRR,Front Royal-Warren County,Front Royal,VA,USA,0.0,0.0,45.5968649129825
1544,FSD,Joe Foss,Sioux Falls,SD,USA,0.0,0.0,50.82135241889510
1545,FSE,Fosston Municipal,Fosston,MN,USA,0.0,0.0,61.41801983421090
1546,FSK,Fort Scott Municipal,Fort Scott,KS,USA,37.79843056,-94.76938111,166.65915048611100
1547,FSM,Fort Smith Regional,Fort Smith,AR,USA,0.0,0.0,77.90602639430480
1548,FSO,Franklin County State,Highgate,VT,USA,44.94028083,-73.09746,113.90664741893900
1549,FST,Fort Stockton - Pecos County,Fort Stockton,TX,USA,0.0,0.0,53.75932391553040
1550,FSU,Fort Sumner Municipal,Fort Sumner,NM,USA,34.48339944,-104.2171967,13.183779649235400
1551,FSW,Fort Madison Municipal,Fort Madison,IA,USA,0.0,0.0,62.95868581371890
1552,FTG,Front Range,Denver,CO,USA,0.0,0.0,42.306150763685300
1553,FTT,Elton Hensley Memorial,Fulton,MO,USA,0.0,0.0,36.402618835306500
1554,FTW,Fort Worth Meacham International,Fort Worth,TX,USA,32.81977778,-97.36244444,155.2541902682860
1555,FTY,Fulton County - Brown,Atlanta,GA,USA,0.0,0.0,60.6645662210829
1556,FUL,Fullerton Municipal,Fullerton,CA,USA,33.87201417,-117.9797842,90.50651437215140
1557,FVE,Northern Aroostook Regional,Frenchville,ME,USA,47.28550417,-68.31275,131.63164055952800
1558,FVX,Farmville Municipal,Farmville,VA,USA,37.35752861,-78.43779806,136.78284123166100
1559,FWA,Fort Wayne International,Fort Wayne,IN,USA,0.0,0.0,73.49182461928810
1560,FWC,Fairfield Municipal,Fairfield,IL,USA,0.0,0.0,70.86884849495540
1561,FWN,Sussex,Sussex,NJ,USA,41.20020667,-74.62305056,161.21564960470100
1562,FWS,Spinks,Fort Worth,TX,USA,0.0,0.0,50.74028576247820
1563,FXE,Fort Lauderdale Executive,Ft. Lauderdale,FL,USA,0.0,0.0,96.53157847026050
1564,FXY,Forest City Municipal,Forest City,IA,USA,43.23473417,-93.6241025,181.7630193434520
1565,FYE,Fayette County,Somerville,TN,USA,35.20592,-89.39441667,178.0543799515170
1566,FYM,Fayetteville Municipal,Fayetteville,TN,USA,35.05836278,-86.56441139,140.96246913142900
1567,FYU,Fort Yukon,Fort Yukon,AK,USA,66.57149028,-145.2504169,46.63668966951190
1568,FYV,Fayetteville Municipal,Fayetteville,AR,USA,0.0,0.0,70.57936311925730
1569,FZG,Fitzgerald Municipal,Fitzgerald,GA,USA,0.0,0.0,92.74101430226580
1570,FZI,Fostoria Metropolitan,Fostoria,OH,USA,41.19083111,-83.39453639,166.90543490071800
1571,FZY,Oswego Cty,Fulton,NY,USA,43.35077528,-76.38805361,178.7519378441010
1572,GAB,Gabbs,Gabbs,NV,USA,38.92409111,-117.9590072,52.91032558326650
1573,GAD,Gadsden Municipal,Gadsden,AL,USA,0.0,0.0,91.85605358430980
1574,GAF,Grafton Municipal,Grafton,ND,USA,0.0,0.0,73.96576398251390
1575,GAG,Gage,Gage,OK,USA,0.0,0.0,93.0107565375308
1576,GAI,Montgomery Co Airpark,Gaithersburg,MD,USA,0.0,0.0,41.87593637283180
1577,GAL,Edward G. Pitka Sr.,Galena,AK,USA,64.73617806,-156.9374164,38.3676935806692
1578,GAM,Gambell,Gambell,AK,USA,63.76676556,-171.7328236,55.448782748451800
1579,GAS,Gallia - Meigs Regional,Gallipolis,OH,USA,0.0,0.0,69.7175978061633
1580,GBD,Great Bend Municipal,Great Bend,KS,USA,0.0,0.0,44.67469153958670
1581,GBG,Galesburg Municipal,Galesburg,IL,USA,0.0,0.0,45.95276347934380
1582,GBH,Galbraith Lake,Galbraith Lake,AK,USA,68.47906306,-149.4900214,86.70200967314630
1583,GBR,Great Barrington,Great Barrington,MA,USA,42.18421417,-73.40324056,121.97818250099700
1584,GCC,Gillette-Campbell County,Gillette,WY,USA,44.34889806,-105.5393614,10.483307852549300
1585,GCK,Garden City Regional,Garden City,KS,USA,0.0,0.0,39.709537993559400
1586,GCM,Claremore Regional,Claremore,OK,USA,36.29441667,-95.47966667,172.38834864592600
1587,GCN,Grand Canyon National Park,Grand Canyon,AZ,USA,35.95235389,-112.1469647,20.260076166745100
1588,GCT,Guthrie County Regional,Guthrie Center,IA,USA,41.68776417,-94.43524611,159.88430017440000
1589,GCY,Greeneville Municipal,Greeneville,TN,USA,0.0,0.0,84.1311909934922
1590,GDM,Gardner Municipal,Gardner,MA,USA,42.54986639,-72.01602194,119.40695842826200
1591,GDV,Dawson Community,Glendive,MT,USA,47.13871861,-104.8071994,2.84761182744992
1592,GDW,Gladwin,Gladwin,MI,USA,0.0,0.0,81.5673268077247
1593,GDY,Grundy Municipal,Grundy,VA,USA,37.23240111,-82.12499083,187.05202832063600
1594,GED,Sussex Cty Arpt,Georgetown,DE,USA,0.0,0.0,39.70400243534970
1595,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,63.69984414277630
1596,GEO,Brown County,Georgetown,OH,USA,0.0,0.0,49.6831206017569
1597,GEU,Glendale Municipal,Glendale,AZ,USA,0.0,0.0,48.81776074190460
1598,GEY,South Big Horn County,Greybull,WY,USA,0.0,0.0,34.469780995423100
1599,GEZ,Shelbyville Municipal,Shelbyville,IN,USA,0.0,0.0,90.5532796718337
1600,GFK,Grand Forks International,Grand Forks,ND,USA,0.0,0.0,83.22675736724500
1601,GFL,Floyd D. Bennett,Glens Falls,NY,USA,43.34121,-73.6103075,152.16305423031000
1602,GFZ,Greenfield Municipal,Greenfield,IA,USA,0.0,0.0,73.712109461181
1603,GGE,Georgetown County,Georgetown,SC,USA,0.0,0.0,98.48113098436750
1604,GGF,Grant Municipal,Grant,NE,USA,40.86952778,-101.7328611,18.823122233745800
1605,GGG,Gregg County,Longview,TX,USA,0.0,0.0,74.94534490486240
1606,GGI,Grinnell Municipal,Grinnell,IA,USA,0.0,0.0,80.90121820615980
1607,GGP,Logansport Municipal,Logansport,IN,USA,40.71126139,-86.37449917,128.97859564788400
1608,GGW,Wokal Field/Glasgow Intl,Glasgow,MT,USA,0.0,0.0,98.66781002840620
1609,GHM,Centerville Municipal,Centerville,TN,USA,0.0,0.0,58.49368677068940
1610,GHW,Glenwood Municipal,Glenwood,MN,USA,45.64389167,-95.32043056,135.31083140031100
1611,GIF,Winter Havens Gilbert,Winter Haven,FL,USA,0.0,0.0,70.99366395171780
1612,GJT,Walker,Grand Junction,CO,USA,0.0,0.0,57.39276518774840
1613,GKJ,Port Meadville,Meadville,PA,USA,0.0,0.0,43.445792553794000
1614,GKN,Gulkana,Gulkana,AK,USA,62.15488889,-145.4566389,45.579744143174300
1615,GKT,Gatlinburg-Pigeon Forge,Sevierville,TN,USA,0.0,0.0,96.1050857372464
1616,GKY,Arlington Municipal,Arlington,TX,USA,32.66241528,-97.09391139,173.67027933799000
1617,GLD,Renner Field/Goodland Municipal,Goodland,KS,USA,0.0,0.0,61.75761007015000
1618,GLE,Gainesville Municipal,Gainesville,TX,USA,33.65136111,-97.19702778,180.67516008121900
1619,GLH,Mid Delta Regional,Greenville,MS,USA,0.0,0.0,60.973771815434500
1620,GLR,Otsego County,Gaylord,MI,USA,0.0,0.0,79.48115887361950
1621,GLS,Galveston-Scholes,Galveston,TX,USA,29.26532333,-94.86040667,151.95794084331000
1622,GLW,Glasgow Municipal,Glasgow,KY,USA,0.0,0.0,57.762209888584300
1623,GLY,Clinton Memorial,Clinton,MO,USA,38.35657306,-93.68417694,121.91213601060600
1624,GMJ,Grove Municipal,Grove,OK,USA,0.0,0.0,85.01929813461390
1625,GMU,Greenville Downtown,Greenville,SC,USA,0.0,0.0,41.34638459050640
1626,GNB,Granby-Grand County,Granby,CO,USA,40.08970806,-105.9172367,9.683945991245440
1627,GNF,Grenada Municipal,Grenada,MS,USA,0.0,0.0,79.63749905665340
1628,GNG,Gooding Municipal,Gooding,ID,USA,42.91716639,-114.7651575,56.24732341119590
1629,GNT,Grants-Milan Municipal,Grants,NM,USA,0.0,0.0,32.307916399301800
1630,GNU,Goodnews,Goodnews,AK,USA,59.11727556,-161.5813967,58.36960764027180
1631,GNV,Gainesville Regional,Gainesville,FL,USA,0.0,0.0,97.27712380556070
1632,GOK,Guthrie Municipal,Guthrie,OK,USA,0.0,0.0,54.43403011790760
1633,GON,Groton-New London,Groton,CT,USA,41.33005778,-72.04513556,190.070847167561
1634,GPH,Clay County Regional,Mosby,MO,USA,0.0,0.0,69.41058776676580
1635,GPM,Grand Prairie Municipal,Grand Prairie,TX,USA,32.69858333,-97.04652778,101.84820009418700
1636,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,0.0,0.0,34.862337697238000
1637,GPZ,Grand Rapids-Itasca County,Grand Rapids,MN,USA,0.0,0.0,49.44099407530200
1638,GQQ,Galion Municipal,Galion,OH,USA,0.0,0.0,45.20255447958210
1639,GRB,Austin Straubel International,Green Bay,WI,USA,0.0,0.0,36.31002647195900
1640,GRD,Greenwood County,Greenwood,SC,USA,0.0,0.0,44.408824032398800
1641,GRE,Greenville,Greenville,IL,USA,38.83615778,-89.37841111,128.97617901248600
1642,GRI,Central Nebraska Regional,Grand Island,NE,USA,0.0,0.0,41.77255737834900
1643,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778,192.9080205286480
1644,GRN,Gordon Municipal,Gordon,NE,USA,0.0,0.0,71.93044354248630
1645,GRO,Rota International,Rota Island,CQ,USA,14.1743075,-145.2425353,40.68342462936050
1646,GRR,Kent County International,Grand Rapids,MI,USA,0.0,0.0,49.668268621042600
1647,GSH,Goshen Municipal,Goshen,IN,USA,0.0,0.0,51.36406416821440
1648,GSN,Saipan International,Obyan,CQ,USA,15.11900139,-145.7293561,84.39067671810410
1649,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,149.73308460540200
1650,GSP,Greenville-Spartanburg,Greer,SC,USA,0.0,0.0,53.93137572497350
1651,GST,Gustavus,Gustavus,AK,USA,58.42438139,-135.7073814,64.94368721979910
1652,GTF,Great Falls Intl,Great Falls,MT,USA,0.0,0.0,80.94661352543280
1653,GTR,Golden Triangle Regional,Columbus-Starkville-West Point,MS,USA,0.0,0.0,83.1272358265197
1654,GTU,Georgetown Municipal,Georgetown,TX,USA,0.0,0.0,41.89824354979900
1655,GUC,Gunnison County,Gunnison,CO,USA,0.0,0.0,67.8318726739465
1656,GUM,Guam International,Agana,GU,USA,13.48345,-144.7959825,73.10301726305310
1657,GUP,Gallup Municipal,Gallup,NM,USA,0.0,0.0,82.28768754461530
1658,GUY,Guymon Municipal,Guymon,OK,USA,36.68507194,-101.5077817,17.326179166371300
1659,GVL,Lee Gilmer Memorial,Gainesville,GA,USA,0.0,0.0,50.51752527961810
1660,GVQ,Genesee Cty,Batavia,NY,USA,0.0,0.0,80.04940149045060
1661,GVT,Majors,Greenville,TX,USA,0.0,0.0,41.5888739336166
1662,GWO,Greenwood-Leflore,Greenwood,MS,USA,0.0,0.0,93.38865732473490
1663,GWR,Gwinner-Roger Melroe,Gwinner,ND,USA,0.0,0.0,89.86531464638230
1664,GWW,Goldsboro-Wayne Municipal,Goldsboro,NC,USA,0.0,0.0,59.03570061196700
1665,GXY,Greeley-Weld County,Greeley,CO,USA,40.43561833,-104.6321156,19.187250865917800
1666,GYH,Donaldson Center,Greenville,SC,USA,0.0,0.0,37.14964743763050
1667,GYR,Phoenix Goodyear,Goodyear,AZ,USA,0.0,0.0,45.05400800366990
1668,GYY,Gary/Chicago,Gary,IN,USA,41.61627306,-87.41278806,186.90178730739700
1669,GZH,Middleton,Evergreen,AL,USA,0.0,0.0,49.30995785306710
1670,GZS,Abernathy,Pulaski,TN,USA,0.0,0.0,66.84646424745190
1671,H04,Vinita Municipal,Vinita,OK,USA,0.0,0.0,97.59236810633310
1672,H05,Wilburton Municipal,Wilburton,OK,USA,0.0,0.0,55.275397111946000
1673,H19,Bowling Green Municipal,Bowling Green,MO,USA,39.36993361,-91.21925556,148.05892642241500
1674,H21,Camdenton Memorial,Camdenton,MO,USA,0.0,0.0,86.53022361605700
1675,H30,Hamilton Municipal,Hamilton,NY,USA,0.0,0.0,72.17237237217020
1676,H35,Clarksville Municipal,Clarksville,AR,USA,0.0,0.0,69.9207299046447
1677,H41,Memorial,Mexico,MO,USA,39.15751389,-91.81826667,140.0678947478160
1678,H45,Seminole Municipal,Seminole,OK,USA,0.0,0.0,44.67247510196010
1679,H66,Nowata Municipal,Nowata,OK,USA,0.0,0.0,80.85029235485820
1680,H71,Mid-America Industrial,Pryor,OK,USA,0.0,0.0,66.32757991159120
1681,H79,Eldon Model Airpark,Eldon,MO,USA,0.0,0.0,48.98867456725380
1682,H88,Municipal,Fredericktown,MO,USA,37.605825,-90.28731389,127.48387939555500
1683,H92,Hominy,Hominy,OK,USA,0.0,0.0,42.78908321981910
1684,H96,Benton Municipal,Benton,IL,USA,0.0,0.0,91.02332929671720
1685,H97,Pawnee Municipal,Pawnee,OK,USA,0.0,0.0,71.35823028326690
1686,HAB,Marion County,Hamilton,AL,USA,34.11757222,-87.99819583,104.06340084065000
1687,HAE,Hannibal Municipal,Hannibal,MO,USA,0.0,0.0,36.3086138914541
1688,HAF,Half Moon Bay,Half Moon Bay,CA,USA,37.51382944,-122.5010892,69.43665943138210
1689,HAI,Three Rivers Municipal,Three Rivers,MI,USA,0.0,0.0,47.83836370041350
1690,HAO,Hamilton-Fairfield,Hamilton,OH,USA,0.0,0.0,32.07242407745780
1691,HAY,Haycock,Haycock,AK,USA,65.20098944,-161.1567792,54.59445120196400
1692,HBC,Mohall Municipal,Mohall,ND,USA,0.0,0.0,52.0986240920942
1693,HBG,Bobby L. Chain Municipal,Hattiesburg,MS,USA,0.0,0.0,85.35255726517830
1694,HBR,Hobart Municipal,Hobart,OK,USA,34.9913075,-99.0513525,105.5114087959490
1695,HBV,Jim Hogg County,Hebbronville,TX,USA,0.0,0.0,90.78399679562740
1696,HBZ,Heber Springs Municipal,Heber Springs,AR,USA,0.0,0.0,65.96600570082690
1697,HCD,Hutchinson Municipal,Hutchinson,MN,USA,0.0,0.0,55.1898233472581
1698,HCO,Hallock Municipal,Hallock,MN,USA,0.0,0.0,73.9454676694291
1699,HDC,Hammond Municipal,Hammond,LA,USA,0.0,0.0,32.95395076905110
1700,HDE,Brewster,Holdredge,NE,USA,40.45269444,-99.33733333,183.05667395834000
1701,HDH,Dillingham Airfield,Mokuleia,HI,USA,21.57947361,-158.1972814,88.57886049662240
1702,HDI,Hardwick,Cleveland,TN,USA,0.0,0.0,73.43877999940760
1703,HDN,Yampa Valley,Hayden,CO,USA,0.0,0.0,38.895202341909800
1704,HDO,Hondo Municipal,Hondo,TX,USA,0.0,0.0,72.27001556115270
1705,HEE,Thompson-Robbins,Helena-West Helena,AR,USA,34.57648972,-90.67588639,113.57583092475400
1706,HEF,Manassas Reg./Harry P Davis,Manassas,VA,USA,0.0,0.0,88.22222549705540
1707,HEI,Hettinger Municipal,Hettinger,ND,USA,0.0,0.0,52.26386529741240
1708,HEQ,Holyoke,Holyoke,CO,USA,0.0,0.0,58.10888186507640
1709,HEZ,Natchez-Adams County,Natchez,MS,USA,0.0,0.0,51.01720345911900
1710,HFD,Hartford Brainard,Hartford,CT,USA,41.73626861,-72.65021389,141.37259999691200
1711,HFY,Greenwood Municipal,Indianapolis/Greenwood,IN,USA,0.0,0.0,72.41305973110020
1712,HGR,Hagerstown Regional-Richard Henson,Hagerstown,MD,USA,0.0,0.0,49.3377259349825
1713,HHF,Hemphill County,Canadian,TX,USA,0.0,0.0,98.63367111302710
1714,HHG,Huntington Municipal,Huntington,IN,USA,0.0,0.0,92.86598467079780
1715,HHH,Hilton Head,,,USA,0.0,0.0,98.55933326265160
1716,HHR,Jack Northrop Field/Hawthorne Municipal,Hawthorne,CA,USA,33.92283972,-118.3351872,48.70373360185170
1717,HHW,Stan Stamper Municipal,Hugo,OK,USA,0.0,0.0,74.21879546260060
1718,HI01,Princeville,Hanalei,HI,USA,22.20919,-159.4455339,58.964175284272800
1719,HIB,Chisholm-Hibbing,Hibbing,MN,USA,0.0,0.0,77.13776113933230
1720,HIE,Mt Washington Regional,Whitefield,NH,USA,44.36761639,-71.54447111,182.21208367437100
1721,HIG,Higginsville Industrial Municipal,Higginsville,MO,USA,0.0,0.0,70.9828180123407
1722,HII,Lake Havasu City,Lake Havasu City,AZ,USA,0.0,0.0,89.870951396821
1723,HIO,Portland-Hillsboro,Hillsboro (Portland),OR,USA,45.54039389,-122.9498258,82.81623236884430
1724,HJH,Hebron Municipal,Hebron,NE,USA,40.15225,-97.58697222,100.8069514344390
1725,HJO,Hanford Municipal,Hanford,CA,USA,36.31852194,-119.6288675,91.19247783559900
1726,HKA,Blytheville Municipal,Blytheville,AR,USA,0.0,0.0,70.62960547306650
1727,HKS,Hawkins,Jackson,MS,USA,0.0,0.0,83.95851705527440
1728,HKY,Hickory Municipal,Hickory,NC,USA,0.0,0.0,93.2719227850495
1729,HLC,Hill City Municipal,Hill City,KS,USA,39.37883611,-99.83149444,185.58292028748600
1730,HLG,Wheeling-Ohio Cty,Wheeling,WV,USA,40.175,-80.64627778,172.92645718391800
1731,HLN,Helena Regional,Helena,MT,USA,0.0,0.0,88.53441537541570
1732,HLX,Twin County,Galax,VA,USA,36.76611472,-80.82356556,121.42586114274900
1733,HMT,Hemet-Ryan,Hemet,CA,USA,33.73398167,-117.0225258,46.3967310151846
1734,HMZ,Bedford County,Bedford,PA,USA,0.0,0.0,33.655513251518800
1735,HNB,Huntingburg,Huntingburg,IN,USA,0.0,0.0,83.97907968049120
1736,HNH,Hoonah,Hoonah,AK,USA,58.09609139,-135.4096975,74.59249169450150
1737,HNL,Honolulu International,Honolulu,HI,USA,21.31869111,-157.9224072,33.20127298467060
1738,HNM,Hana,Hana,HI,USA,20.79563722,-156.0144378,75.3363187620233
1739,HNR,Harlan Municipal,Harlan,IA,USA,0.0,0.0,82.26924294159100
1740,HNS,Haines,Haines,AK,USA,59.24522806,-135.5221086,75.4003528286986
1741,HNZ,Henderson-Oxford,Oxford,NC,USA,0.0,0.0,91.98978683870860
1742,HOB,Lea County Regional,Hobbs,NM,USA,0.0,0.0,65.75555596197220
1743,HOC,Highland County,Hillsboro,OH,USA,0.0,0.0,36.74862763603810
1744,HOE,Homerville,Homerville,GA,USA,0.0,0.0,52.05606834398020
1745,HOM,Homer,Homer,AK,USA,59.64555556,-151.4765833,83.50938435799800
1746,HON,Huron Regional,Huron,SD,USA,0.0,0.0,93.50813125229900
1747,HOT,Memorial,Hot Springs,AR,USA,0.0,0.0,50.909122954622800
1748,HOU,William P Hobby,Houston,TX,USA,0.0,0.0,73.1609592590554
1749,HPB,Hooper Bay,Hooper Bay,AK,USA,61.52418306,-166.1467797,39.923078341328800
1750,HPN,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,152.9087214107220
1751,HPT,Hampton Municipal,Hampton,IA,USA,42.72372361,-93.22634056,116.87290345834500
1752,HQG,Hugoton Municipal,Hugoton,KS,USA,37.16308056,-101.3705267,25.222532540948800
1753,HQM,Bowerman,Hoquiam,WA,USA,46.97120167,-123.9365581,97.86492434251680
1754,HQU,Thomson-McDuffie County,Thomson,GA,USA,0.0,0.0,60.48084591268530
1755,HQZ,Mesquite Metro,Mesquite,TX,USA,0.0,0.0,72.53005798739280
1756,HRI,Hermiston Muni,Hermiston,OR,USA,45.82822222,-119.2591667,89.39904370849350
1757,HRL,Valley International,Harlingen,TX,USA,0.0,0.0,81.82682526362630
1758,HRO,Boone County,Harrison,AR,USA,0.0,0.0,41.00366296395360
1759,HRR,Healy River,Healy,AK,USA,63.86620806,-148.9689842,38.62079249791540
1760,HRU,Herington Municipal,Herington,KS,USA,0.0,0.0,63.046253440809600
1761,HRX,Hereford Municipal,Hereford,TX,USA,0.0,0.0,69.54439881083440
1762,HSA,Stennis International,Bay St Louis,MS,USA,0.0,0.0,92.72295101577520
1763,HSB,Harrisburg-Raleigh,Harrisburg,IL,USA,0.0,0.0,36.53748911411420
1764,HSE,Billy Mitchell,Hatteras,NC,USA,0.0,0.0,90.1389251964475
1765,HSI,Hastings Municipal,Hastings,NE,USA,0.0,0.0,53.53856984385870
1766,HSL,Huslia,Huslia,AK,USA,65.70055556,-156.3875,60.60099317191710
1767,HSP,Ingalls,Hot Springs,VA,USA,37.95144444,-79.83389444,197.5894756623600
1768,HSR,Hot Springs Municipal,Hot Springs,SD,USA,0.0,0.0,65.71123070923160
1769,HSV,Huntsville International,Huntsville,AL,USA,0.0,0.0,40.00609079715090
1770,HTH,Hawthorne Municipal,Hawthorne,NV,USA,38.54436583,-118.6343003,40.71991868714270
1771,HTL,Roscommon County,Houghton Lake,MI,USA,0.0,0.0,36.84687626610180
1772,HTO,East Hampton,East Hampton,NY,USA,40.95957778,-72.25185056,172.18184886456800
1773,HTS,Tri-State/Walker-Long,Huntington,WV,USA,0.0,0.0,34.897924671884000
1774,HTW,"Lawrence County Airpark,Inc",Chesapeake,OH,USA,0.0,0.0,97.23828008674390
1775,HUF,Terre Haute International-Hulman,Terre Haute,IN,USA,0.0,0.0,58.01413024868720
1776,HUL,Houlton International,Houlton,ME,USA,46.12308333,-67.79205556,197.33493481137000
1777,HUM,Houma-Terrebonne,Houma,LA,USA,0.0,0.0,69.37415787805310
1778,HUS,Hughes,Hughes,AK,USA,66.04112167,-154.2631903,77.20515390113090
1779,HUT,Hutchinson Municipal,Hutchinson,KS,USA,38.06548306,-97.86063361,157.25233506975200
1780,HVC,Hopkinsville-Christian County,Hopkinsville,KY,USA,0.0,0.0,93.19371486851620
1781,HVE,Hanksville,Hanksville,UT,USA,0.0,0.0,61.93344016855500
1782,HVN,Tweed-New Haven,New Haven,CT,USA,41.26389889,-72.8871,166.64909047390100
1783,HVR,Havre City-County,Havre,MT,USA,0.0,0.0,55.86591025330560
1784,HVS,Hartsville Municipal,Hartsville,SC,USA,0.0,0.0,79.44666979210950
1785,HWD,Hayward Executive,Hayward,CA,USA,37.65926528,-122.1224083,60.65722312911590
1786,HWI,Hawk Inlet SPB,Hawk Inlet,AK,USA,58.12744139,-134.7559531,88.6595169577943
1787,HWO,North Perry,Hollywood,FL,USA,0.0,0.0,72.26775512904400
1788,HWQ,Wheatland County  At Harlowton,Harlowton,MT,USA,0.0,0.0,63.31652626738470
1789,HWV,Brookhaven,Shirley,NY,USA,40.81676528,-72.86204722,102.4838297492390
1790,HXD,Hilton Head,Hilton Head Island,SC,USA,32.22436111,-80.69747222,188.39481951666900
1791,HXF,Hartford Municipal,Hartford,WI,USA,0.0,0.0,49.434669298513200
1792,HYA,Barnstable Mun Boardman/Polando,Hyannis,MA,USA,41.66933639,-70.28035583,125.91646559957900
1793,HYG,Hydaburg SPB,Hydaburg,AK,USA,55.20631611,-132.8283131,85.7178083010905
1794,HYI,San Marcos Municipal,San Marcos,TX,USA,0.0,0.0,97.69530635597600
1795,HYL,Hollis SPB,Hollis,AK,USA,55.48158833,-132.6460942,69.27578744962330
1796,HYR,Sawyer County,Hayward,WI,USA,0.0,0.0,40.4062163392395
1797,HYS,Hays Municipal,Hays,KS,USA,38.84494167,-99.27403361,138.96559223383800
1798,HYW,Conway-Horry County,Conway,SC,USA,0.0,0.0,34.023257483657300
1799,HZD,Carroll County,Huntingdon,TN,USA,36.08930722,-88.46329778,118.82659475413100
1800,HZE,Mercer County Regional,Hazen,ND,USA,0.0,0.0,36.6192328967888
1801,HZL,Hazleton Muni,Hazleton,PA,USA,0.0,0.0,40.532396157249000
1802,HZR,False River Air Park,New Roads,LA,USA,30.71832333,-91.47866972,125.43343368555500
1803,HZY,Ashtabula County,Ashtabula,OH,USA,0.0,0.0,44.25725738178960
1804,I05,Sturgis Municipal,Sturgis,KY,USA,37.54083333,-87.95183333,179.73394419043700
1805,I12,Sidney Municipal,Sidney,OH,USA,40.24127944,-84.15101167,148.73717468277300
1806,I16,Kee,Pineville,WV,USA,37.60044444,-81.55927778,167.09319096848100
1807,I18,Jackson County,Ravenswood,WV,USA,0.0,0.0,86.52700921193080
1808,I19,Greene County,Dayton,OH,USA,0.0,0.0,42.10761345712070
1809,I22,Randolph County,Winchester,IN,USA,0.0,0.0,81.68408278214290
1810,I23,Fayette County,Washington Court House,OH,USA,0.0,0.0,43.2484654223455
1811,I25,Welch Muni,Welch,WV,USA,0.0,0.0,65.50724000181380
1812,I32,Morehead-Rowan County,Morehead,KY,USA,0.0,0.0,44.43345246917250
1813,I34,Greensburg-Decatur County,Greensburg,IN,USA,39.32691111,-85.52252694,193.30555704634700
1814,I35,Tucker-Guthrie Memorial,Harlan,KY,USA,0.0,0.0,84.91983659505100
1815,I39,Madison County,Richmond,KY,USA,37.63152778,-84.33244444,192.4305359311140
1816,I40,Richard Downing,Coshocton,OH,USA,0.0,0.0,68.136850568813
1817,I42,Paoli Municipal,Paoli,IN,USA,38.58338806,-86.46248778,165.26916375108000
1818,I43,James A Rhodes,Jackson,OH,USA,0.0,0.0,70.23877257382280
1819,I50,Stanton,Stanton,KY,USA,37.85008167,-83.84575194,161.27053410386200
1820,I57,Pike County,Waverly,OH,USA,0.0,0.0,69.49393687789510
1821,I63,Mt. Sterling Municipal,Mt. Sterling,IL,USA,0.0,0.0,37.5624842884409
1822,I66,Clinton,Wilmington,OH,USA,0.0,0.0,75.39336614204980
1823,I67,Cincinnati West,Harrison,OH,USA,0.0,0.0,96.59035632700980
1824,I68,Lebanon-Warren County,Lebanon,OH,USA,39.46217306,-84.25184722,164.73155714407400
1825,I69,Clermont County,Batavia,OH,USA,0.0,0.0,42.671963828608300
1826,I74,Grimes,Urbana,OH,USA,40.12928306,-83.7548775,184.1200124213480
1827,I75,Osceola Municipal,Osceola,IA,USA,0.0,0.0,50.68867634529640
1828,I76,Peru Municipal,Peru,IN,USA,0.0,0.0,91.06305622064860
1829,I78,Union County,Marysville,OH,USA,0.0,0.0,47.08033703176720
1830,I83,Salem Municipal,Salem,IN,USA,0.0,0.0,34.06883325462780
1831,I86,Perry County,New Lexington,OH,USA,0.0,0.0,50.66497434888820
1832,I88,Pontiac Municipal,Pontiac,IL,USA,0.0,0.0,66.2329074440587
1833,I93,Breckinridge County,Hardinsburg,KY,USA,0.0,0.0,80.63333372840950
1834,I95,Hardin County,Kenton,OH,USA,0.0,0.0,47.15379853020090
1835,IAD,Washington Dulles International,Chantilly,VA,USA,0.0,0.0,75.16805552447630
1836,IAG,Niagara Falls Intl,Niagara Falls,NY,USA,0.0,0.0,88.65999934125780
1837,IAH,George Bush Intercontinental,Houston,TX,USA,0.0,0.0,61.740593948175400
1838,IAN,Bob Baker Memorial,Kiana,AK,USA,66.97937611,-160.4358597,31.823281881944900
1839,IBM,Robert E. Arraj,Kimball,NE,USA,0.0,0.0,87.49060335220740
1840,ICL,Schenck,Clarinda,IA,USA,0.0,0.0,69.97377276200190
1841,ICT,Wichita Mid-Continent,Wichita,KS,USA,0.0,0.0,83.3968795745494
1842,IDA,Idaho Falls Regional,Idaho Falls,ID,USA,0.0,0.0,98.63402426121060
1843,IDI,Indiana Cty/Jimmy Stewart,Indiana,PA,USA,0.0,0.0,43.806275276295800
1844,IDL,Indianola Municipal,Indianola,MS,USA,0.0,0.0,78.07065748827200
1845,IDP,Independence Municipal,Independence,KS,USA,0.0,0.0,38.42399471150770
1846,IEM,Whittier,Whittier,AK,USA,60.7772125,-148.7215775,94.2129442935937
1847,IEN,Pine Ridge,Pine Ridge,SD,USA,0.0,0.0,45.20327736744420
1848,IER,Natchitoches Municipal,Natchitoches,LA,USA,0.0,0.0,32.96076203176730
